txid,timestamp,input_addresses,output_addresses,input_amounts,output_amounts,fee,script_type
b9e2e24f0f93fb73e12f07f28edf402d7601caee678e42a5d53b4f0b02721030,2025-06-01 02:09:38.576851,['bc1qtamcztt98x6w24t0d898scg2p0fnsmva2hymw6'],"['bc1qp0ggflmap2nacsjpnnuy44qhr0gepgvkks0ldf', '3QzGhFuCWhjPdhs2dqtEWaA4fhYdX7244t', '12WdRN6wnHn7R4ZUTXyQZxbeEF2VpoybJ7']",[4.321171105009446],"[0.9899584332568014, 2.303804344820901, 1.0273006522821886]",0.0001076746495549,P2WPKH
c31db33d0085850f4b9af1f4799b16066838e178aab203aa7d13dcef88d499d0,2025-06-01 02:10:05.686615,['bc1q6cmlpznda6e7cy32rju3vjrzv9tu0495v56ukd'],"['bc1q3xs7uw5w7ghxt83d0sv8gc2nnvzxjc6z5rfm4g', 'bc1q83puaa9jq97a60cytyflpvszx90zkr43usnjt5', '1CEiPQ21d1GyAGDcwTCjN1eMQRNsUibxZN']",[5.528260711501745],"[2.283103100657015, 0.2242388347394539, 3.020854369359272]",6.440674600488657e-05,P2WPKH
626a5057260058e0726e13523ee24329f67756e738d5c95d5e5d7651d6e2584d,2025-06-01 02:10:20.254530,['bc1pyj44y2ez9lyft3pwwtsj9d8834xyffpwfpssz6ssqjul6atyrdeqqr03w0'],"['bc1qhk7vnc6dp59a26qvw4yqcf20sh8leur56ghwhl', '1Pz4NVaUShTkStkCSWVHxXEzxm3uKZSirx', 'bc1qvq84jmdq56d96me3zdywlvumcx4sjaa9wr7d47']",[1.7326415941276427],"[1.0988515300806552, 0.4459769956156632, 0.18781124902097715]",1.8194103472247543e-06,P2TR
26e65e82fd7a1945ecf6911985f08afb17a5ba75853c0b6e4533305026f82440,2025-06-01 02:20:56.392851,['bc1qarxl9c80mknwg97e7gkdz3kd785c65dcx0efaq'],"['bc1qzplce9euu3eez5rysm5ry4nywcm0z8ufqy459x', 'bc1qyymmh6jrht07avgy9z2nc6gcmr3unt03y5lm9u']",[4.333778553324695],"[2.466744081757033, 1.8670213394542117]",1.3132113449918844e-05,P2WPKH
dbf8c55d5743288ddbc1a5cc5ae85c1cb1baf213f827d18b16aa097b62490137,2025-06-01 02:25:18.363436,['bc1qstz9fcykt873kdw9rsfr0gcavejlfq0dfc5zdv'],['3Nw9a8rPLikC7wzo5itsum61SyAeHPE3Fe'],[0.34593513213374644],[0.34590023044220763],3.490169153881543e-05,P2WPKH
25d78839349a3966a95fc0cd67e2db3714137ae00c350a461b2686b30c8449a1,2025-06-01 02:29:28.856967,['bc1pdkc66y5akr2hn3s9tcn6w7np0c9rh07zl2dvxckfyyaywwngw0ysuwrkh9'],"['1GbeQRW2EatUAGipbQKTrTeciW7rgwwjF8', '1CpGzssCtcj76vKrhgE3jFATQgSuXhrY8Y']",[5.053813451769289],"[2.375391451187357, 2.6783244854289108]",9.75151530220862e-05,P2TR
b64078f5bbbe7af30a9e3a07d092fcdd6a1765df2c34303fd4c8548801bda526,2025-06-01 02:32:10.516121,['1MJaP5uDtsE1ECqnv3GhdLPZ3p2FYTV7ba'],['3FntvAYb29sEu5w3fmnJif4krURoygLgCE'],[5.277448644142601],[5.276969549106519],0.0004790950360824,P2PKH
606c9d9ded8650653e68563bea2c110aa72813396abe878591679b0271e52ce5,2025-06-01 02:32:14.201805,['bc1q05a43jme6cdc440ugtn9zxypcyg58rhxx00axp'],['3B9GXgVw3sHFgTUGHFNpCxfrVBWbofJoUk'],[1.5778907250746443],[1.5778408854432586],4.983963138576621e-05,P2WPKH
fe05bd80b9e801d5e4e7f03c390b867bd75248a0a7b4e0aa3fa74b0988a881d5,2025-06-01 02:35:11.353096,['372r4aPkgSC3CiHj4dSg7ErmuA1wkcyruE'],"['bc1qak5s5d7c2n05w20lasxe7sn5xt2rm2vurqymga', '1JUPJCC2H6x2UJySAVwAtYe2wrxhNu133x']",[1.8662402105442861],"[1.7438744947735303, 0.12235730160390978]",8.414166846252947e-06,P2SH
4d8ac3e2185a72b64f2794007942e95cfe7ade6877b76a7625d60ab22888aab9,2025-06-01 02:40:45.881450,['bc1qz7fgks5nv32l4pfhxl9wwt0ajtc8cymfytzv9g'],['1BbTfPXFo2agumdkQqqNoowFCszEQX51uu'],[0.36479549120672206],[0.36461867977655293],0.0001768114301691,P2WPKH
c7ed842ee7366b11ccffd1e23be7e7aafd921f40094248c909f119f52545a7c0,2025-06-01 02:40:49.498749,['bc1qqg8el8gjd78fxsufn623944wv58yydq6jm9wge'],['1FfrWXio4QfsyAvfKGm6VTsJZTZ7QrQ8eC'],[1.2039411644585472],[1.2038907796806035],5.038477794357873e-05,P2WPKH
af38b7eca6ce57839f386bb237e399d6e75d163ddbb23acbd0f6d877061a76c9,2025-06-01 02:42:33.330662,['bc1qhkcpuekwlaxheacq4j3xyakpv4kqp63sy06gfq'],"['37GhNNDGzB9b8vVELwRkP9avtQL9PPtdrD', 'bc1qyc69h26949tsh8wtjphrmq99xz08q6va4sf44v']",[0.9960548959380049],"[0.7001882827953576, 0.29576543962554913]",0.0001011735170981,P2WPKH
33fec0c2682b7482d584ef44cdafe275f9c001381d3ec6273f263d1ddb9ba9f5,2025-06-01 02:43:21.582125,['17BVrwWNjkzT3xf8VDzoRkAF2Czk8txnR5'],"['bc1qkcl6rdqlhvyzafjz0kxzzknh6rqpjmwkx0ewxw', '32ZZdQWp1TgpjDgpGMa87H7SxT17wTfPhK', '18d3bKxUJp8UaJPZtMBe4c5ap2UzvUewXr']",[6.250448857237444],"[1.184692897538807, 2.022386359284361, 3.0433153171899328]",5.42832243437589e-05,P2PKH
1036b56413649bc88920ed7ec5f330af1c178219d68662570ddb6edf45fa61fe,2025-06-01 02:46:07.156008,['1Evfxn2inEREvwCHX7sB5h7Qzb3FYBxU6a'],['1JQa4d2gGVLu3KQaCMqx7ckHZ45ck6AdLx'],[0.13439569731484155],[0.13438294481112056],1.2752503720999785e-05,P2PKH
2c1c2dc7700e1a71bb6bda767ff01b1c904977878dd5b4e20d5c1cd3242d0c9d,2025-06-01 02:50:00.674829,['bc1p2w0kpe3sffjtfyu6dt6f4l8xdnl7h03r5cn68vph9nsstrnxm7hqaammz0'],"['1268JHQJqc4iuX5j7acWHqajW9kzBrh55Q', '1GsrrhztViSbxNnwMDM9bZxyYSWmRWdcEK', 'bc1pqzhngnqf7y8zpfzwz80jjpz7d3lrn5svqx4kemkd7ew5j980fy2qx8mk9l']",[8.620148516367651],"[0.43078392150161426, 7.067734863308852, 1.1215223677957165]",0.000107363761468,P2TR
b76ca848c083497ddeb7c56447ba2da0dca55dab30dfbc1aa9a620a4b3ff1489,2025-06-01 02:50:13.550056,['3E1nZswHQD4VLh1tf8KrSFw6EVkGW3APsj'],"['1BHLAZAjVd17vuX5oMwFsQVnZcKZjgVhyL', '1EFZPELkB26PE7fESpRfT3tB9g6uLruaXK']",[5.911476391943667],"[2.2431976106062588, 3.6682569536934087]",2.182764400005869e-05,P2SH
b06e999e48786639a6ef12689fab7e2807d65c751c00e236593f199e47609873,2025-06-01 03:01:07.290920,['1PRFvACGkSpki2EFisBaX5s8hM2xvbpZWe'],"['bc1qvfy8hdymzszqntwfpsrc04nsd3jtj9sln9d047', '1MXdd3r6eKe4JY4RwAA5WPohvY2T7Ao1b1', 'bc1qy3r02t4qu0d84nt2z0xy4vu3ddnpw74cdk8ge0']",[4.955159679124589],"[0.8592466172531624, 0.5308738469012684, 3.5650344772265754]",4.737743582236912e-06,P2PKH
78412ee3e19d9a18688fe2baf09bc86fe8bf832a5a91fdb9c7419bc247302dec,2025-06-01 03:01:55.531277,['bc1qpyzt9d7h3gl0yzsh5r2qfkp9jncf0s33rmv4au'],"['15i5zV4rsh2kgNAMTHJFxDZxVCu7d9huux', 'bc1q2kvrsprhkek34gehmrslzae9x5hceaz2md6p7e', '37V8CuZAapwKQhRwKy3jLXy26enPASDBmo']",[1.98236840575835],"[0.8874146703422846, 0.6899297643405355, 0.40502043508114477]",3.535994385048204e-06,P2WPKH
09c0e3ea471ad031ff2582e925136cd66217bfaa51407d1a147b655ab9fa8dc8,2025-06-01 03:04:41.392969,['bc1pg0a9paklfx9xatadsvd8zgx7y36ze5e5ah645amys78k23ln762ssc08g6'],"['bc1q22h7cxmxd65gfwfze392cfggvvsfm5vj54p5w0', 'bc1q77n2ts3xa5y6gue6u4rx9gd2g7t2mjyen96ty7', '3H6KQNbgtHizf8DUs5KT4uAXpgywHQ2ime']",[3.6099527171910117],"[0.7984248767473514, 1.892966271720294, 0.9185372095598827]",2.4359163483149075e-05,P2TR
24bc3326a74f00a4b7bcd96d0791d95246daca320bb297ecd12985a142360435,2025-06-01 03:15:46.258767,['3CvaiQr46ovincUJip8Dwhvkj6N2UKXVGo'],['bc1qs60l5aq9dn9kj5f9rq88lg3ltwp0wykj7lcz9z'],[0.9887627632308427],[0.9887396830162757],2.308021456698263e-05,P2SH
f8abd5d2042c345157bdb4271e19802002f7a29f5863fa643597df2c3aa25d90,2025-06-01 03:16:01.573071,['bc1q3s6lgr3tgperwfa5gujl0qgnywcn9k8u23wl45'],"['3GxKYjqbTJMEY57jwgoqT2HMnysD9nEmTN', 'bc1ql2wp7098qk5rn29yq26kjy89rcp564ygpgl7kn']",[1.3130704224521095],"[0.7904303312354732, 0.5225611178690597]",7.897334757645621e-05,P2WPKH
df5b06eda97025f7145858bc18fbd8b3ed3d5de3b661d71e0d3ed666c04bbffd,2025-06-01 03:19:10.200073,['1Hdang63WMqnSx1yn9rRrvp1JRChzAYz97'],"['1BVrktJZnuqXd8qxTG33vDAukVzB9rCZK8', 'bc1quakw7stk5mrfwfj2dth80nrnhrx2t0tqlcvfkt']",[3.8097319611192675],"[2.8904901252091846, 0.9192354868632592]",6.349046823624939e-06,P2PKH
38d9e1ebb8a7a732274f332d28e0c7b8f5d9e7b4709b13de1550b4bc7a838218,2025-06-01 03:19:57.744968,['135KNhXurbQGvjfrsv5ZYN9VF1Ei5ZsVhi'],['1s9SvFb8KgUGH2gEnbw6W4ZYG361HVVGZ'],[1.9291423049605014],[1.9291146801402805],2.7624820220844174e-05,P2PKH
e990960e9629df8280ca169d0181c7ee3ebca06562ada711911fb14ac2f7903e,2025-06-01 03:21:43.863830,['bc1qe5jtw8jlhzanwf5m08wpwemt8lhcr6c4987rq6'],"['bc1qc8ag85jy5wvyuakta9csrxvs32pg3z304x5gqq', '175XY2UEVZT2rvZCJnegyyt8kFjw37ABsk', '3DZv3oBiiHmxMYDLVggffBSn8qpA4mdWg8']",[3.7855792715015175],"[0.5410061510042122, 0.4772144624619429, 2.767232400290019]",0.0001262577453437,P2WPKH
b0a2939421997e703f74c5ab594dc9b79eb408e4a5ef01800cd155c29466d35f,2025-06-01 03:39:45.597122,['bc1pcplw4vchh42emm3zfygamnunnkkackyeynfaw6jnsvc240k57g5qdahr3w'],['bc1qjaxwyce80rp3xc86zxwwx6j4zfx2k47p0mgy8k'],[9.680892746488393],[9.680636990239645],0.0002557562487487,P2TR
058fdab7d7b764a33e2364bc12273322556728edaa598bc404a034c1fbcfa430,2025-06-01 03:41:50.008235,['19BFLzRjuNzn9hwS1NzuUby5eTm7deH4NA'],"['bc1qvfmv7s22zhgdv6u30vg0sytfy6e3qjwgwjqq7g', 'bc1qugkyu6zavl7xuzw3pme54twq27ytr50t5jxx5v']",[5.8837346274888676],"[0.2593650445503338, 5.623816748934362]",0.0005528340041716,P2PKH
aa1e8b7a0c2793638ea506d092d6053c51ad48f3b9652102cb4d28263fb914fc,2025-06-01 03:44:59.486883,['bc1ph7w7g7ett5y0g56z4jwet4yn0re8x0yycd9sh3q2t482w42eextszmjl4n'],"['bc1pa56gs7svs2tewx4ryxl64hf34we4et5mtkc99g4zjhslauzvekeswmp2wj', 'bc1q9qrntqe9qyeydw2nwp72kwefkx08ysgz3m0cds']",[2.0564572205326765],"[0.42181182276789425, 1.6346348071432089]",1.0590621573317709e-05,P2TR
6918bef10037a45778653ce9f545c9d9d8530143d9174f21f2e76bc66faaf166,2025-06-01 03:45:20.250893,['3FBHRGcN18Rv2VE9TUC99Co3tXxjACkQpa'],"['35dh3fX8wjQyZiJTNcSEbV5XsQWJ9RRE18', 'bc1pvqk277u6lghjqugunq4vtm47h6hn257ppq537peqjxqnef9frd8sq5z5t9']",[7.30917832072333],"[5.134371305743611, 2.1747742078199637]",3.28071597550332e-05,P2SH
9d4ec445a1b6ca22ad01f94b82fcbf84b7b38408b54a9b8e56e365d60597a4b5,2025-06-01 03:46:35.744335,['12XZzJirhMfSU81t62qMDFzfXWgCrDudaE'],"['1xMFdqg5uwiQUtp5fiJUQtvfk5ZXwv6UK', 'bc1q3ld909ghkgtz0uzxqfvne059gurefkylzgn00a']",[1.9784944656479075],"[0.2925699955784406, 1.6858363995423022]",8.807052716462517e-05,P2PKH
45bb26ab551d18aee8167c1d11bffa3d49519c0e6ea313b654d4fe7b30e9852f,2025-06-01 03:48:19.844596,['bc1qpn4n9f5w05cz286j950td3a9ejfhv5ggt9runt'],"['336FV5uDB9VtCVikfYg4ers2kAMxdHSRyR', '12ampQvxCeY8yPeusY97TriNpfrk4Ukhoz']",[3.0869857519272292],"[1.9354276557787047, 1.1514772036998548]",8.089244866975525e-05,P2WPKH
6086612b12b6d8340d0c30fe48574246a2f565adda5891c88f680a6adf4c510c,2025-06-01 03:50:59.511908,['38SXAbzi43GCaTPMafoZD4FY21oXhBKNux'],"['3HchawqbZj9gvypqExEWRarSLJqYyUuncd', 'bc1q2a0ttnchynqmah2rhjd86q3g5gw4l57lke9e7l', 'bc1qvq84jmdq56d96me3zdywlvumcx4sjaa9wr7d47']",[6.039105535728839],"[2.8256250191409134, 1.8443676333144945, 1.368984549170003]",0.0001283341034284,P2SH
aff94b9135d772c8e85091d7af34b02e69ae21657123922e5a75ebf765705aff,2025-06-01 03:55:54.151084,['3Mr1DrrjxWSxw3bYaq97CDND3PZxUm9EvP'],"['bc1qgut2rcdhnztlctg99y5yqtnl7fmcyz5urmftyc', 'bc1q3ermaq8wlazyxtj9w39zyjfcza8hpy6f5v2e5e']",[5.726441033336081],"[0.7970040439843097, 4.929150665342814]",0.0002863240089575,P2SH
ad7d6591135b2bda8295fa20f7be45e8ad4a92515af97aa50abee2191734f956,2025-06-01 03:57:10.306349,['bc1qcmle77k8tnykmcggye9wc43hk2rnfsjl5w0m8f'],"['bc1qsa0uaq6e26aq0wemrtnua79mjrtudsv07l2v2k', '19RvUEpX5HYxXTQmPkxhJc4bysAcevvneq']",[1.3979722932631975],"[0.328770690526573, 1.0691535453733592]",4.80573632654046e-05,P2WPKH
9bc1b232982d25c3ea3e2700335a761285f75a40a7f530d0fc7aff62ea61438d,2025-06-01 03:58:20.447221,['bc1pz3grtkuu4h5nxh3z6d7n9ar70l9fxnchgq6l2cnkz03xpktf04ns7895ml'],['bc1pfleqvpa69a3zjrp2w0269xnfpsvmxhwnwn5s4uhmgayugcf5ytqspggetl'],[8.253400216597479],[8.253300904360302],9.93122371777792e-05,P2TR
d866be2db3e3cb18eab7e3b71689ebcf8429edf34c6f232a904694d5b6dfdccd,2025-06-01 03:59:15.315856,['33DqagZBDxSGjnN4pkkgF1mQPnUyTYz8e3'],['3CV7LzwPWk2srnQ3A3QKvwMmYJKubRhxb5'],[2.5312849613147637],[2.531183595117218],0.0001013661975456,P2SH
765d13736b9cec7fa3053679d49076ff5f768530430c32f80ca7c6e807b5cd20,2025-06-01 04:00:06.625285,['3HNXEciCrYP4YT2KWEqxDcEjAAa6ztbYiZ'],"['bc1qpu84zf8qyj6y407ektn8tqe6qrpggxhs2544s5', 'bc1qutxct9r7kykgrvrmyvhevjxu893q8vneue2txj', '1CcHbgL6UXkXVpzv4jLjT1s7ReaK1PejUX']",[3.9763827948178037],"[0.8171289582453669, 0.8432918737910596, 2.3159187113524378]",4.325142893915323e-05,P2SH
