txid,timestamp,src_ip,dst_ip,src_port,dst_port,geo_country,asn
c4e3e174ffeff0f573923b403840afad00f168cc017a2645c5a430ec6cebc6c6,2025-06-01 00:07:47.920242,111.85.10.254,177.92.122.78,8333,8399,SG,AS24940
c4e3e174ffeff0f573923b403840afad00f168cc017a2645c5a430ec6cebc6c6,2025-06-01 00:07:48.271554,177.92.122.78,200.35.219.200,8333,8333,CA,AS16509
c4e3e174ffeff0f573923b403840afad00f168cc017a2645c5a430ec6cebc6c6,2025-06-01 00:07:51.181249,200.35.219.200,118.64.138.252,8333,8333,JP,AS4134
27913cea6cee1c72b37f01f60631fc109163a313e6e6afe81fe2f390a80908a4,2025-06-01 00:11:35.901841,6.135.41.243,199.26.34.139,8333,8333,FR,AS8075
27913cea6cee1c72b37f01f60631fc109163a313e6e6afe81fe2f390a80908a4,2025-06-01 00:11:36.363599,199.26.34.139,57.163.136.75,8333,8333,US,AS15169
27913cea6cee1c72b37f01f60631fc109163a313e6e6afe81fe2f390a80908a4,2025-06-01 00:11:37.492770,57.163.136.75,180.102.66.82,8333,8333,IN,AS3320
27913cea6cee1c72b37f01f60631fc109163a313e6e6afe81fe2f390a80908a4,2025-06-01 00:11:41.118793,180.102.66.82,50.0.18.21,8333,8333,DE,AS4134
27913cea6cee1c72b37f01f60631fc109163a313e6e6afe81fe2f390a80908a4,2025-06-01 00:11:45.113182,50.0.18.21,23.24.70.97,8333,44299,CN,AS8075
0957a4bf34832bed13ccad319cb70221b044bcb8c37f64c11aa23e86534194a7,2025-06-01 00:21:45.580313,61.78.23.36,203.44.32.68,8333,8333,GB,AS3320
0957a4bf34832bed13ccad319cb70221b044bcb8c37f64c11aa23e86534194a7,2025-06-01 00:21:48.961181,203.44.32.68,194.219.218.58,8333,8333,RU,AS3320
0957a4bf34832bed13ccad319cb70221b044bcb8c37f64c11aa23e86534194a7,2025-06-01 00:21:52.570998,194.219.218.58,58.99.79.126,8333,8333,IN,AS4837
0957a4bf34832bed13ccad319cb70221b044bcb8c37f64c11aa23e86534194a7,2025-06-01 00:21:53.528147,58.99.79.126,167.48.64.92,57349,8333,BR,AS16509
0957a4bf34832bed13ccad319cb70221b044bcb8c37f64c11aa23e86534194a7,2025-06-01 00:21:54.572978,167.48.64.92,50.169.57.232,8333,8333,JP,AS4837
0957a4bf34832bed13ccad319cb70221b044bcb8c37f64c11aa23e86534194a7,2025-06-01 00:21:56.872767,50.169.57.232,171.46.74.155,8333,8333,RU,AS24940
79c2793227544b465fa85933c304293f1e8c781fb34a5d33d596119f3cb7fba2,2025-06-01 00:22:52.703549,35.106.203.72,81.205.4.185,8333,8333,NL,AS4837
79c2793227544b465fa85933c304293f1e8c781fb34a5d33d596119f3cb7fba2,2025-06-01 00:22:54.662068,81.205.4.185,223.36.48.247,8333,8333,BR,AS16509
79c2793227544b465fa85933c304293f1e8c781fb34a5d33d596119f3cb7fba2,2025-06-01 00:22:54.854867,223.36.48.247,30.193.214.221,8333,8333,IN,AS8075
d62281554351423c0ea15b94a868c722d88c7726d517fff2f43c17bf548ba7a0,2025-06-01 00:25:35.767267,223.219.174.196,182.105.114.137,8333,10225,DE,AS15169
d62281554351423c0ea15b94a868c722d88c7726d517fff2f43c17bf548ba7a0,2025-06-01 00:25:39.172268,182.105.114.137,115.254.88.130,8333,13519,JP,AS4134
d62281554351423c0ea15b94a868c722d88c7726d517fff2f43c17bf548ba7a0,2025-06-01 00:25:43.045741,115.254.88.130,157.107.1.137,8333,8333,DE,AS16509
d62281554351423c0ea15b94a868c722d88c7726d517fff2f43c17bf548ba7a0,2025-06-01 00:25:45.252734,157.107.1.137,57.165.255.193,8333,8333,DE,AS24940
d62281554351423c0ea15b94a868c722d88c7726d517fff2f43c17bf548ba7a0,2025-06-01 00:25:46.044944,57.165.255.193,36.121.142.247,8333,8333,IN,AS16509
e62834676eeedd5a839d3f73c16b557778d514722ce9c6f9ac17194f5af8c744,2025-06-01 00:25:57.020641,105.80.24.191,12.12.157.68,8333,8333,SG,AS24940
e62834676eeedd5a839d3f73c16b557778d514722ce9c6f9ac17194f5af8c744,2025-06-01 00:25:57.740863,12.12.157.68,143.165.37.105,8333,8333,GB,AS24940
e62834676eeedd5a839d3f73c16b557778d514722ce9c6f9ac17194f5af8c744,2025-06-01 00:26:01.710218,143.165.37.105,36.124.163.107,8333,8333,US,AS3320
e62834676eeedd5a839d3f73c16b557778d514722ce9c6f9ac17194f5af8c744,2025-06-01 00:26:04.564868,36.124.163.107,174.106.77.118,8333,8333,CN,AS15169
e62834676eeedd5a839d3f73c16b557778d514722ce9c6f9ac17194f5af8c744,2025-06-01 00:26:05.234211,174.106.77.118,159.127.19.103,8333,8333,IN,AS4134
06e750837a5bfb4d937c38e146209e2166e9948b8e0088833abb3721dcc22458,2025-06-01 00:30:32.414685,130.226.108.235,204.186.40.173,8333,23412,RU,AS15169
06e750837a5bfb4d937c38e146209e2166e9948b8e0088833abb3721dcc22458,2025-06-01 00:30:33.311223,204.186.40.173,20.57.222.54,8333,8333,NL,AS24940
06e750837a5bfb4d937c38e146209e2166e9948b8e0088833abb3721dcc22458,2025-06-01 00:30:34.486098,20.57.222.54,175.41.87.158,8333,8333,IN,AS4837
06e750837a5bfb4d937c38e146209e2166e9948b8e0088833abb3721dcc22458,2025-06-01 00:30:34.928517,175.41.87.158,3.17.175.172,8333,8333,BR,AS4134
06e750837a5bfb4d937c38e146209e2166e9948b8e0088833abb3721dcc22458,2025-06-01 00:30:37.507224,3.17.175.172,40.120.188.189,8333,8333,DE,AS4837
0941354a4dd29f82184c08f4178a2391abff7d327c7ca630a8745adfe00c1b31,2025-06-01 00:31:17.274475,42.252.211.226,119.102.63.187,8333,56859,CA,AS16509
0941354a4dd29f82184c08f4178a2391abff7d327c7ca630a8745adfe00c1b31,2025-06-01 00:31:19.338865,119.102.63.187,23.45.215.208,8333,8333,US,AS9009
0941354a4dd29f82184c08f4178a2391abff7d327c7ca630a8745adfe00c1b31,2025-06-01 00:31:23.011480,23.45.215.208,219.158.154.217,8333,8333,BR,AS15169
0941354a4dd29f82184c08f4178a2391abff7d327c7ca630a8745adfe00c1b31,2025-06-01 00:31:26.599427,219.158.154.217,137.231.26.100,8054,8333,RU,AS4837
0941354a4dd29f82184c08f4178a2391abff7d327c7ca630a8745adfe00c1b31,2025-06-01 00:31:28.874497,137.231.26.100,72.199.219.38,8333,8333,CA,AS24940
0941354a4dd29f82184c08f4178a2391abff7d327c7ca630a8745adfe00c1b31,2025-06-01 00:31:30.935430,72.199.219.38,62.129.29.120,8333,8333,US,AS4134
4184762696b6f1b3ba34c3d7a8fefe5eb0ba3b636dceba45d791c1dbfa5b4aaf,2025-06-01 00:32:30.693149,47.137.146.204,75.67.83.199,8333,8333,FR,AS24940
4184762696b6f1b3ba34c3d7a8fefe5eb0ba3b636dceba45d791c1dbfa5b4aaf,2025-06-01 00:32:32.550624,75.67.83.199,69.10.218.54,8333,8333,CN,AS4134
4184762696b6f1b3ba34c3d7a8fefe5eb0ba3b636dceba45d791c1dbfa5b4aaf,2025-06-01 00:32:33.105524,69.10.218.54,184.147.83.98,8333,8333,JP,AS4837
4184762696b6f1b3ba34c3d7a8fefe5eb0ba3b636dceba45d791c1dbfa5b4aaf,2025-06-01 00:32:34.640164,184.147.83.98,128.66.57.18,8333,8333,RU,AS4837
4184762696b6f1b3ba34c3d7a8fefe5eb0ba3b636dceba45d791c1dbfa5b4aaf,2025-06-01 00:32:38.342276,128.66.57.18,160.159.143.103,8333,8333,US,AS24940
144bce85c7b2adebe4abb6947dbd488636cac40cb78a090dd594df86cf404de7,2025-06-01 00:54:38.590146,44.255.225.123,41.205.35.34,8333,8333,GB,AS4134
144bce85c7b2adebe4abb6947dbd488636cac40cb78a090dd594df86cf404de7,2025-06-01 00:54:42.589495,41.205.35.34,159.122.137.235,12037,8333,FR,AS8075
ec3824fa070779818636e352c31d0b071633b6f33ab01045f1435071d9336eb6,2025-06-01 00:55:42.883745,90.44.17.7,118.62.105.177,8333,8333,JP,AS4837
ec3824fa070779818636e352c31d0b071633b6f33ab01045f1435071d9336eb6,2025-06-01 00:55:45.854933,118.62.105.177,20.194.25.246,8333,8333,FR,AS4134
ec3824fa070779818636e352c31d0b071633b6f33ab01045f1435071d9336eb6,2025-06-01 00:55:49.417284,20.194.25.246,12.118.98.104,8333,8333,IN,AS15169
ec3824fa070779818636e352c31d0b071633b6f33ab01045f1435071d9336eb6,2025-06-01 00:55:51.113749,12.118.98.104,173.185.43.107,8333,8333,NL,AS9009
ec3824fa070779818636e352c31d0b071633b6f33ab01045f1435071d9336eb6,2025-06-01 00:55:53.359038,173.185.43.107,185.121.243.248,8333,8333,DE,AS8075
ec3824fa070779818636e352c31d0b071633b6f33ab01045f1435071d9336eb6,2025-06-01 00:55:55.773686,185.121.243.248,109.206.48.5,8333,8333,CA,AS9009
2269e486691c85e3c423ee287dc4b72581b7dae2bf69417767505b76d7cfc776,2025-06-01 01:00:24.507650,168.137.7.112,2.33.210.167,39238,8333,JP,AS8075
2269e486691c85e3c423ee287dc4b72581b7dae2bf69417767505b76d7cfc776,2025-06-01 01:00:26.879720,2.33.210.167,110.60.107.142,27297,8333,RU,AS3320
d58b1bba4b4269c83a6bc94012a62954e7b3677d733e97170634eb4ea154480b,2025-06-01 01:09:53.566901,50.17.107.106,196.137.47.70,8333,8333,RU,AS4837
d58b1bba4b4269c83a6bc94012a62954e7b3677d733e97170634eb4ea154480b,2025-06-01 01:09:55.566109,196.137.47.70,15.238.149.179,8333,8333,GB,AS24940
d58b1bba4b4269c83a6bc94012a62954e7b3677d733e97170634eb4ea154480b,2025-06-01 01:09:57.308729,15.238.149.179,54.130.138.216,8333,8333,SG,AS24940
d58b1bba4b4269c83a6bc94012a62954e7b3677d733e97170634eb4ea154480b,2025-06-01 01:09:57.987985,54.130.138.216,101.101.162.11,8333,8333,DE,AS3320
d58b1bba4b4269c83a6bc94012a62954e7b3677d733e97170634eb4ea154480b,2025-06-01 01:10:01.363333,101.101.162.11,9.150.113.27,8333,8333,US,AS8075
61f85138b03f3b1634271647bd595e375b34600fc038356e7ee8f8666bb36df2,2025-06-01 01:10:53.703014,148.228.213.247,17.171.46.24,8333,8333,JP,AS3320
61f85138b03f3b1634271647bd595e375b34600fc038356e7ee8f8666bb36df2,2025-06-01 01:10:54.003863,17.171.46.24,159.64.236.12,8333,8333,US,AS3320
61f85138b03f3b1634271647bd595e375b34600fc038356e7ee8f8666bb36df2,2025-06-01 01:10:56.988117,159.64.236.12,125.189.221.212,8333,8333,CA,AS8075
61f85138b03f3b1634271647bd595e375b34600fc038356e7ee8f8666bb36df2,2025-06-01 01:10:59.594362,125.189.221.212,47.238.158.192,8333,8333,JP,AS3320
61f85138b03f3b1634271647bd595e375b34600fc038356e7ee8f8666bb36df2,2025-06-01 01:11:02.519352,47.238.158.192,8.47.236.76,26147,8333,CN,AS3320
74a57e9bd14844c3ac02606b6bc0cf347dde0829f75a5182e130453a86e84ae2,2025-06-01 01:26:37.676497,59.105.140.47,115.85.163.84,8333,8333,DE,AS24940
74a57e9bd14844c3ac02606b6bc0cf347dde0829f75a5182e130453a86e84ae2,2025-06-01 01:26:41.371500,115.85.163.84,43.179.159.191,8333,8333,DE,AS4837
74a57e9bd14844c3ac02606b6bc0cf347dde0829f75a5182e130453a86e84ae2,2025-06-01 01:26:43.068486,43.179.159.191,95.219.238.241,8333,8333,NL,AS9009
74a57e9bd14844c3ac02606b6bc0cf347dde0829f75a5182e130453a86e84ae2,2025-06-01 01:26:44.474734,95.219.238.241,155.246.239.215,8333,8333,SG,AS24940
74a57e9bd14844c3ac02606b6bc0cf347dde0829f75a5182e130453a86e84ae2,2025-06-01 01:26:44.939112,155.246.239.215,52.236.154.41,8333,8333,US,AS4837
74a57e9bd14844c3ac02606b6bc0cf347dde0829f75a5182e130453a86e84ae2,2025-06-01 01:26:45.487619,52.236.154.41,136.91.143.225,63092,8333,US,AS9009
19fe44bbc158f8ab086f6da0c238aaead2dbddc510952a506c22d908855265b3,2025-06-01 01:31:21.943261,203.108.175.155,134.226.114.129,9234,8333,SG,AS4837
19fe44bbc158f8ab086f6da0c238aaead2dbddc510952a506c22d908855265b3,2025-06-01 01:31:23.200002,134.226.114.129,19.143.41.177,8333,8333,RU,AS4837
cc2019433b901f2ae7ef7d95a02bbb0249bb6438e1d77af62d4fbc12964fa94f,2025-06-01 01:38:05.120042,151.61.16.31,53.61.113.179,8333,8333,DE,AS4134
cc2019433b901f2ae7ef7d95a02bbb0249bb6438e1d77af62d4fbc12964fa94f,2025-06-01 01:38:05.583290,53.61.113.179,16.203.15.212,8333,8333,DE,AS8075
cc2019433b901f2ae7ef7d95a02bbb0249bb6438e1d77af62d4fbc12964fa94f,2025-06-01 01:38:07.195687,16.203.15.212,124.199.67.149,8333,8333,DE,AS24940
cc2019433b901f2ae7ef7d95a02bbb0249bb6438e1d77af62d4fbc12964fa94f,2025-06-01 01:38:07.425477,124.199.67.149,190.93.7.6,8333,12293,NL,AS4134
cc2019433b901f2ae7ef7d95a02bbb0249bb6438e1d77af62d4fbc12964fa94f,2025-06-01 01:38:10.723237,190.93.7.6,32.154.128.0,8333,6058,BR,AS16509
cc2019433b901f2ae7ef7d95a02bbb0249bb6438e1d77af62d4fbc12964fa94f,2025-06-01 01:38:11.919903,32.154.128.0,53.144.98.169,8333,8333,JP,AS3320
3c67405b8b3030c8ae128894112213b624b05e11556345bd7022f1891e855a8c,2025-06-01 01:49:03.713453,119.91.176.105,40.166.189.71,8333,62441,CN,AS24940
3c67405b8b3030c8ae128894112213b624b05e11556345bd7022f1891e855a8c,2025-06-01 01:49:04.916891,40.166.189.71,41.148.242.250,8333,8333,BR,AS8075
3c67405b8b3030c8ae128894112213b624b05e11556345bd7022f1891e855a8c,2025-06-01 01:49:08.704640,41.148.242.250,212.184.151.61,8333,8333,DE,AS4134
3c67405b8b3030c8ae128894112213b624b05e11556345bd7022f1891e855a8c,2025-06-01 01:49:08.900484,212.184.151.61,166.36.225.9,8333,8333,CA,AS8075
3c67405b8b3030c8ae128894112213b624b05e11556345bd7022f1891e855a8c,2025-06-01 01:49:10.519149,166.36.225.9,103.19.81.85,8333,8333,BR,AS3320
3c67405b8b3030c8ae128894112213b624b05e11556345bd7022f1891e855a8c,2025-06-01 01:49:14.386681,103.19.81.85,86.105.65.177,8333,8333,CA,AS4837
b5c0f36dae86ded0777949c3c62681e5785538ec08d98959c7340060fb5b36b0,2025-06-01 01:54:41.920483,133.220.94.51,89.199.243.91,64530,8333,GB,AS24940
b5c0f36dae86ded0777949c3c62681e5785538ec08d98959c7340060fb5b36b0,2025-06-01 01:54:45.111541,89.199.243.91,152.223.224.119,8333,8333,JP,AS9009
b5c0f36dae86ded0777949c3c62681e5785538ec08d98959c7340060fb5b36b0,2025-06-01 01:54:46.448777,152.223.224.119,171.104.156.222,8333,8333,NL,AS8075
b5c0f36dae86ded0777949c3c62681e5785538ec08d98959c7340060fb5b36b0,2025-06-01 01:54:47.335591,171.104.156.222,112.182.96.185,8333,8333,BR,AS15169
b5c0f36dae86ded0777949c3c62681e5785538ec08d98959c7340060fb5b36b0,2025-06-01 01:54:47.549405,112.182.96.185,78.95.130.250,8333,8333,GB,AS4134
b5c0f36dae86ded0777949c3c62681e5785538ec08d98959c7340060fb5b36b0,2025-06-01 01:54:48.706767,78.95.130.250,191.173.71.140,8333,8333,RU,AS8075
ec84d8065c15ce4f328973e48e63e5cf32277873e0a6f59a92aca957ac5551c0,2025-06-01 02:07:49.196288,202.228.142.140,218.95.92.94,8333,8333,NL,AS4837
ec84d8065c15ce4f328973e48e63e5cf32277873e0a6f59a92aca957ac5551c0,2025-06-01 02:07:51.894824,218.95.92.94,211.176.31.166,8333,8333,CA,AS16509
ec84d8065c15ce4f328973e48e63e5cf32277873e0a6f59a92aca957ac5551c0,2025-06-01 02:07:54.448586,211.176.31.166,223.225.182.162,8333,8333,BR,AS9009
ec84d8065c15ce4f328973e48e63e5cf32277873e0a6f59a92aca957ac5551c0,2025-06-01 02:07:55.944092,223.225.182.162,118.213.90.154,8333,8333,RU,AS15169
ec84d8065c15ce4f328973e48e63e5cf32277873e0a6f59a92aca957ac5551c0,2025-06-01 02:07:56.806384,118.213.90.154,222.40.223.114,8333,8333,GB,AS9009
ec84d8065c15ce4f328973e48e63e5cf32277873e0a6f59a92aca957ac5551c0,2025-06-01 02:07:59.423063,222.40.223.114,52.210.86.182,8333,8333,US,AS8075
c185f8b9240b91220ca48d231eb79d40b70a4c79809e9296640142468ff142e7,2025-06-01 02:08:43.912122,129.213.79.133,66.83.42.118,8624,8333,IN,AS9009
c185f8b9240b91220ca48d231eb79d40b70a4c79809e9296640142468ff142e7,2025-06-01 02:08:46.283959,66.83.42.118,69.193.33.255,8333,8333,BR,AS15169
c185f8b9240b91220ca48d231eb79d40b70a4c79809e9296640142468ff142e7,2025-06-01 02:08:47.005624,69.193.33.255,44.175.49.98,8333,8333,IN,AS24940
c185f8b9240b91220ca48d231eb79d40b70a4c79809e9296640142468ff142e7,2025-06-01 02:08:50.867256,44.175.49.98,105.55.235.230,51353,8333,DE,AS3320
762e2c087b6bcb68c2bbf9badb53dde4babbc56a67f85b21bf7b983ce1d81f11,2025-06-01 02:09:00.936883,128.211.6.16,170.182.23.36,8333,8333,FR,AS8075
762e2c087b6bcb68c2bbf9badb53dde4babbc56a67f85b21bf7b983ce1d81f11,2025-06-01 02:09:03.980130,170.182.23.36,70.160.191.35,8333,10554,SG,AS15169
762e2c087b6bcb68c2bbf9badb53dde4babbc56a67f85b21bf7b983ce1d81f11,2025-06-01 02:09:07.647654,70.160.191.35,140.255.9.52,8333,8333,US,AS16509
762e2c087b6bcb68c2bbf9badb53dde4babbc56a67f85b21bf7b983ce1d81f11,2025-06-01 02:09:09.073261,140.255.9.52,90.209.211.249,8333,8333,SG,AS15169
b9e2e24f0f93fb73e12f07f28edf402d7601caee678e42a5d53b4f0b02721030,2025-06-01 02:09:39.863534,124.61.155.115,162.28.1.145,8333,8333,JP,AS3320
b9e2e24f0f93fb73e12f07f28edf402d7601caee678e42a5d53b4f0b02721030,2025-06-01 02:09:40.912410,162.28.1.145,110.96.242.103,8333,8333,RU,AS3320
b9e2e24f0f93fb73e12f07f28edf402d7601caee678e42a5d53b4f0b02721030,2025-06-01 02:09:41.189863,110.96.242.103,87.162.46.80,8333,65256,CA,AS24940
b9e2e24f0f93fb73e12f07f28edf402d7601caee678e42a5d53b4f0b02721030,2025-06-01 02:09:43.459130,87.162.46.80,111.147.196.176,8333,12130,CN,AS9009
c31db33d0085850f4b9af1f4799b16066838e178aab203aa7d13dcef88d499d0,2025-06-01 02:10:07.616253,172.77.115.140,99.230.29.117,8333,15323,NL,AS4134
c31db33d0085850f4b9af1f4799b16066838e178aab203aa7d13dcef88d499d0,2025-06-01 02:10:07.851013,99.230.29.117,194.16.175.182,8333,8333,CA,AS4134
626a5057260058e0726e13523ee24329f67756e738d5c95d5e5d7651d6e2584d,2025-06-01 02:10:21.073532,147.231.59.165,184.70.67.6,57083,8333,SG,AS24940
626a5057260058e0726e13523ee24329f67756e738d5c95d5e5d7651d6e2584d,2025-06-01 02:10:25.000891,184.70.67.6,118.74.94.27,8333,8333,RU,AS24940
626a5057260058e0726e13523ee24329f67756e738d5c95d5e5d7651d6e2584d,2025-06-01 02:10:25.249928,118.74.94.27,168.146.224.168,8333,8333,RU,AS15169
626a5057260058e0726e13523ee24329f67756e738d5c95d5e5d7651d6e2584d,2025-06-01 02:10:26.756507,168.146.224.168,219.23.59.245,8333,8333,GB,AS9009
626a5057260058e0726e13523ee24329f67756e738d5c95d5e5d7651d6e2584d,2025-06-01 02:10:28.944665,219.23.59.245,108.46.14.98,8333,8333,GB,AS9009
26e65e82fd7a1945ecf6911985f08afb17a5ba75853c0b6e4533305026f82440,2025-06-01 02:20:58.201425,20.243.146.137,156.224.223.2,8333,8333,GB,AS24940
26e65e82fd7a1945ecf6911985f08afb17a5ba75853c0b6e4533305026f82440,2025-06-01 02:20:59.737340,156.224.223.2,165.2.1.217,8333,32786,RU,AS4837
26e65e82fd7a1945ecf6911985f08afb17a5ba75853c0b6e4533305026f82440,2025-06-01 02:21:02.699601,165.2.1.217,16.168.48.168,8333,8333,US,AS4134
26e65e82fd7a1945ecf6911985f08afb17a5ba75853c0b6e4533305026f82440,2025-06-01 02:21:04.072318,16.168.48.168,176.12.89.167,8333,8333,BR,AS24940
26e65e82fd7a1945ecf6911985f08afb17a5ba75853c0b6e4533305026f82440,2025-06-01 02:21:08.013000,176.12.89.167,105.52.206.43,48499,8333,JP,AS8075
dbf8c55d5743288ddbc1a5cc5ae85c1cb1baf213f827d18b16aa097b62490137,2025-06-01 02:25:22.330993,15.88.135.112,209.230.153.125,8333,8333,BR,AS9009
dbf8c55d5743288ddbc1a5cc5ae85c1cb1baf213f827d18b16aa097b62490137,2025-06-01 02:25:23.653258,209.230.153.125,45.225.36.79,8333,8333,SG,AS4134
dbf8c55d5743288ddbc1a5cc5ae85c1cb1baf213f827d18b16aa097b62490137,2025-06-01 02:25:26.788668,45.225.36.79,6.191.100.189,8333,8333,JP,AS4837
dbf8c55d5743288ddbc1a5cc5ae85c1cb1baf213f827d18b16aa097b62490137,2025-06-01 02:25:26.944070,6.191.100.189,32.27.68.139,8333,8333,DE,AS4134
25d78839349a3966a95fc0cd67e2db3714137ae00c350a461b2686b30c8449a1,2025-06-01 02:29:30.977214,18.1.130.209,78.92.223.61,8333,34996,NL,AS16509
25d78839349a3966a95fc0cd67e2db3714137ae00c350a461b2686b30c8449a1,2025-06-01 02:29:33.897431,78.92.223.61,168.113.222.74,8333,8333,CN,AS9009
25d78839349a3966a95fc0cd67e2db3714137ae00c350a461b2686b30c8449a1,2025-06-01 02:29:34.896748,168.113.222.74,159.238.78.156,8333,8333,BR,AS3320
25d78839349a3966a95fc0cd67e2db3714137ae00c350a461b2686b30c8449a1,2025-06-01 02:29:37.954989,159.238.78.156,38.224.5.153,8333,8333,FR,AS9009
25d78839349a3966a95fc0cd67e2db3714137ae00c350a461b2686b30c8449a1,2025-06-01 02:29:40.454017,38.224.5.153,223.118.203.186,8333,8333,CA,AS4837
25d78839349a3966a95fc0cd67e2db3714137ae00c350a461b2686b30c8449a1,2025-06-01 02:29:40.559485,223.118.203.186,22.207.108.27,8333,10625,CA,AS15169
b64078f5bbbe7af30a9e3a07d092fcdd6a1765df2c34303fd4c8548801bda526,2025-06-01 02:32:13.181102,128.184.182.198,178.25.214.247,34409,8333,NL,AS16509
b64078f5bbbe7af30a9e3a07d092fcdd6a1765df2c34303fd4c8548801bda526,2025-06-01 02:32:13.454507,178.25.214.247,101.72.122.102,8333,8333,FR,AS9009
606c9d9ded8650653e68563bea2c110aa72813396abe878591679b0271e52ce5,2025-06-01 02:32:14.879257,71.76.4.175,153.4.245.204,8333,59583,JP,AS9009
b64078f5bbbe7af30a9e3a07d092fcdd6a1765df2c34303fd4c8548801bda526,2025-06-01 02:32:15.490915,101.72.122.102,34.61.147.223,8333,28482,DE,AS4837
606c9d9ded8650653e68563bea2c110aa72813396abe878591679b0271e52ce5,2025-06-01 02:32:16.800123,153.4.245.204,208.148.125.99,8333,8333,BR,AS9009
606c9d9ded8650653e68563bea2c110aa72813396abe878591679b0271e52ce5,2025-06-01 02:32:19.142248,208.148.125.99,9.14.87.137,8333,8333,CA,AS4134
fe05bd80b9e801d5e4e7f03c390b867bd75248a0a7b4e0aa3fa74b0988a881d5,2025-06-01 02:35:12.885622,36.215.127.151,175.226.209.244,18438,63706,US,AS4134
fe05bd80b9e801d5e4e7f03c390b867bd75248a0a7b4e0aa3fa74b0988a881d5,2025-06-01 02:35:16.565656,175.226.209.244,59.48.11.44,54760,8333,GB,AS16509
