wallet,tx_count,avg_amount,total_amount,avg_fee,sender_count,receiver_count,avg_time_gap_seconds,fan_ratio,suspicion_score,is_anomaly,wallet_id,address,scenario,scenario_id,role,actually_suspicious,model_flagged
1CgmBRhoHJDF6iJ2GBYv25NpebB4HNLx4o,11,5.215081774384356,57.36589951822792,0.0001598947517567,3,8,665124.1285715001,0.3333333333333333,75.11,Yes,W00895,1CgmBRhoHJDF6iJ2GBYv25NpebB4HNLx4o,legit,,normal,False,True
3JTLuRpk4aMc31bQxmmNppxDwehd8GMWeq,2,20.814356835802105,41.62871367160421,7.049612209833694e-05,1,1,1473.091081,0.5,74.94,Yes,W04321,3JTLuRpk4aMc31bQxmmNppxDwehd8GMWeq,peeling,P004,change,True,True
bc1qtu0hagmd5khaqwnlsq5p0m8vn73jat4xphgpjc,6,4.610752942833392,27.66451765700036,0.0001047920868437,3,3,1315706.8627516,0.75,74.5,Yes,W00962,bc1qtu0hagmd5khaqwnlsq5p0m8vn73jat4xphgpjc,legit,,normal,False,True
1M54dkFuekuTqGsqVnGNBDtzPbpgXYABcN,1,16.8035058793738,16.8035058793738,2.067034472270008e-05,1,0,0.0,1.0,74.33,Yes,W04425,1M54dkFuekuTqGsqVnGNBDtzPbpgXYABcN,peeling,P009,starting_source,True,True
3PgTdZnyW5AvgwmQaFp4no1PtLquzSimLT,2,19.94854644540648,39.89709289081296,5.4491807487294536e-05,1,1,195.815074,0.5,74.03,Yes,W04323,3PgTdZnyW5AvgwmQaFp4no1PtLquzSimLT,peeling,P004,change,True,True
bc1qlteg288j9dmdaf5h8nvwlyanj0l52fen2n934a,1,5.361008673562786,5.361008673562786,0.0003602187106891,1,0,0.0,1.0,74.0,Yes,W04126,bc1qlteg288j9dmdaf5h8nvwlyanj0l52fen2n934a,ransomware,R004,victim,True,True
39jHCnFM89tPaLWNrkWZUJskBDEM7bR6mM,1,15.991469749781768,15.991469749781768,2.823667710903153e-05,1,0,0.0,1.0,73.81,Yes,W04516,39jHCnFM89tPaLWNrkWZUJskBDEM7bR6mM,peeling,P012,starting_source,True,True
bc1qwl9j6w5g7sxzcgsxguhp8pm2nkq7ctfuhl29q3,2,0.0994915864424486,0.1989831728848972,0.0003133450316366,1,1,27056.403901,0.5,73.67,Yes,W04769,bc1qwl9j6w5g7sxzcgsxguhp8pm2nkq7ctfuhl29q3,mixing,M002,participant,True,True
bc1qctspn3hvvgtuqaszunkgkyznfgta25pak98tl5,2,14.934057580908558,29.86811516181712,1.0225145771928038e-05,1,1,401.116054,0.5,73.52,Yes,W04463,bc1qctspn3hvvgtuqaszunkgkyznfgta25pak98tl5,peeling,P010,change,True,True
14WyrcjaPmeoEK9AVqB2hbqaY5bQS6JipA,1,5.0,5.0,0.0003774579744764,1,0,0.0,1.0,73.36,Yes,W04571,14WyrcjaPmeoEK9AVqB2hbqaY5bQS6JipA,mixing,M003,participant,True,True
1Km8A5TVNLLH6dQ7LWmSSK3aFs9HCwiBbG,8,1.1031769010464647,8.825415208371718,0.0001684245305444,1,7,926154.672703,0.125,73.32,Yes,W02183,1Km8A5TVNLLH6dQ7LWmSSK3aFs9HCwiBbG,legit,,normal,False,True
bc1q6eyx2laz5qwvg9lw8w7gz2kq9jkaphs6gzpznf,2,14.511970016699149,29.023940033398294,0.000166343012851,1,1,1280.901543,0.5,73.2,Yes,W04270,bc1q6eyx2laz5qwvg9lw8w7gz2kq9jkaphs6gzpznf,peeling,P003,change,True,True
bc1pe3zx4l9f5zuw99uznqvyjeg8e3zy2rjucswt2gp05kq8mr5nwudq7j7ghn,1,0.2849142300015072,0.2849142300015072,0.0004485241485468,0,1,0.0,0.0,72.68,Yes,W04299,bc1pe3zx4l9f5zuw99uznqvyjeg8e3zy2rjucswt2gp05kq8mr5nwudq7j7ghn,peeling,P003,peeled_destination,True,True
15YR1pjmhUKBgGzkzmtL3t4Eao3WgqBH3y,1,0.230502498983298,0.230502498983298,0.0006024797488945,1,0,0.0,1.0,72.16,Yes,W04021,15YR1pjmhUKBgGzkzmtL3t4Eao3WgqBH3y,ransomware,R001,victim,True,True
1F2Jx2j77qrWC72e4khYrdaAhgWnUQohqq,2,0.0996898729180766,0.1993797458361532,0.000271169611528,1,1,42261.242887,0.5,72.11,Yes,W04747,1F2Jx2j77qrWC72e4khYrdaAhgWnUQohqq,mixing,M002,participant,True,True
33YD7x5d3DfTs8cZkn5ZCKpiQZkVDYoTZs,2,14.920776226717022,29.841552453434044,2.698123457801172e-05,1,1,908.428201,0.5,72.04,Yes,W04517,33YD7x5d3DfTs8cZkn5ZCKpiQZkVDYoTZs,peeling,P012,change,True,True
bc1qp2g0y2kkjladp2e50vtp8pay38lrh6gagqkvr6,1,4.999324464885837,4.999324464885837,0.000354170071843,0,1,0.0,0.0,71.83,Yes,W04970,bc1qp2g0y2kkjladp2e50vtp8pay38lrh6gagqkvr6,mixing,M005,participant,True,True
1FBywQbncJwu7DftvH2kpPg7Tvh1L4LGAy,6,1.674803022198588,10.048818133191528,7.249473143999867e-05,0,6,1225615.8668344,0.0,71.78,Yes,W00816,1FBywQbncJwu7DftvH2kpPg7Tvh1L4LGAy,legit,,normal,False,True
1DGPkGzZAfafase8qmd3QHKbJXBxi7sg9L,2,13.478177150336704,26.95635430067341,6.905660461059226e-06,1,1,1256.930034,0.5,71.64,Yes,W04430,1DGPkGzZAfafase8qmd3QHKbJXBxi7sg9L,peeling,P009,change,True,True
bc1qmnm50h9464af6zdk8zjy2u7x8rfqk3w9xl5j7k,2,14.624568735908465,29.24913747181693,1.901838957350516e-05,1,1,1395.234998,0.5,71.57,Yes,W04465,bc1qmnm50h9464af6zdk8zjy2u7x8rfqk3w9xl5j7k,peeling,P010,change,True,True
1HRvqRvxJtm9gmcfDdrFbV4wUsbr2zg2gA,1,5.0,5.0,0.0003666117068301,1,0,0.0,1.0,71.57,Yes,W04578,1HRvqRvxJtm9gmcfDdrFbV4wUsbr2zg2gA,mixing,M003,participant,True,True
bc1q0tv8m5xy4cx4sqzp8egnwl7dn3fuhjevdes30n,17,5.287771477778515,89.89211512223476,0.0001362180975485,5,12,477794.267928,0.3846153846153846,71.41,Yes,W03390,bc1q0tv8m5xy4cx4sqzp8egnwl7dn3fuhjevdes30n,legit,,normal,False,True
12qSc8XzxjWuzziWsgUtZfusNuKTxycHVx,2,17.39058189469501,34.78116378939002,0.0001365637507355,1,1,575.530065,0.5,71.34,Yes,W04459,12qSc8XzxjWuzziWsgUtZfusNuKTxycHVx,peeling,P010,change,True,True
17o8Ue6iqoNrmyrYUzLuzMC28niRpM41M4,2,18.41836068224859,36.83672136449718,4.0353445682748266e-05,1,1,721.130103,0.5,71.24,Yes,W04325,17o8Ue6iqoNrmyrYUzLuzMC28niRpM41M4,peeling,P004,change,True,True
bc1p058fhvug6x5jn2khy7dllzu5akc2p68vp4706c2q7u34a4kx575spuegy0,2,4.9997751731589055,9.999550346317813,0.0003181898500424,1,1,19352.20919,0.5,70.78,Yes,W04825,bc1p058fhvug6x5jn2khy7dllzu5akc2p68vp4706c2q7u34a4kx575spuegy0,mixing,M003,participant,True,True
bc1q3r2kxx2w6a85lkld79m7wf7jsyjxzzcl4zfu40,6,1.679795710280964,10.078774261685783,0.0001350702716183,0,6,1100151.7555646002,0.0,70.56,Yes,W00047,bc1q3r2kxx2w6a85lkld79m7wf7jsyjxzzcl4zfu40,legit,,normal,False,True
1FiWKP1FXY7pgq4zNYanSZcNNXqnz1RBHL,2,13.51654035851956,27.03308071703912,1.342124218192573e-05,1,1,586.704614,0.5,70.54,Yes,W04467,1FiWKP1FXY7pgq4zNYanSZcNNXqnz1RBHL,peeling,P010,change,True,True
3HBXrXZfAg1rsho3ng545h2EAMTdMKEhn7,2,15.251708403923027,30.50341680784605,4.03236309912015e-05,1,1,1226.65303,0.5,70.23,Yes,W04268,3HBXrXZfAg1rsho3ng545h2EAMTdMKEhn7,peeling,P003,change,True,True
bc1psd8vfylh9mfn72e0ce3g45n85kd5lkrdzmw0d7mumlhrklqukfwsvqxgpr,8,0.8456293616630608,6.765034893304486,0.0001195853903461,1,7,981443.393859,0.125,70.2,Yes,W01505,bc1psd8vfylh9mfn72e0ce3g45n85kd5lkrdzmw0d7mumlhrklqukfwsvqxgpr,legit,,normal,False,True
bc1qwj2ad0jxkvpyn484qt46xgn6h5cv4e472t2l00,2,16.129377298484982,32.258754596969965,3.28489290757347e-05,1,1,630.307168,0.5,70.09,Yes,W04461,bc1qwj2ad0jxkvpyn484qt46xgn6h5cv4e472t2l00,peeling,P010,change,True,True
14k8Qn8Cu65RW1VWkNTc5Q6f9kax6mHNs6,2,0.0994576607769439,0.1989153215538878,0.0002982069373295,1,1,14019.330403,0.5,69.7,Yes,W04755,14k8Qn8Cu65RW1VWkNTc5Q6f9kax6mHNs6,mixing,M002,participant,True,True
bc1qwvk4ehu6m8qyhz2p77tvsvmuey9jnw9l2zxh9q,2,17.896279352960562,35.792558705921124,0.000111870241384,1,1,1020.855031,0.5,69.47,Yes,W04457,bc1qwvk4ehu6m8qyhz2p77tvsvmuey9jnw9l2zxh9q,peeling,P010,change,True,True
1HE2AQig6uZwmTNvNL329aTvmSowDib9NX,2,6.2823614264915095,12.56472285298302,0.000259051879075,1,1,129.806979,0.5,69.3,Yes,W04298,1HE2AQig6uZwmTNvNL329aTvmSowDib9NX,peeling,P003,change,True,True
bc1qgm5ylmyltmmephz4nnvtpf80f7yhr0lfswtswu,2,6.567724180641564,13.135448361283128,0.0002628962318503,1,1,290.049626,0.5,69.3,Yes,W04296,bc1qgm5ylmyltmmephz4nnvtpf80f7yhr0lfswtswu,peeling,P003,change,True,True
bc1qgv75wgqdkxzsasxmy7lkvtnq367yn8088nsxlj,2,13.152341244845726,26.30468248969145,0.0001651713062539,1,1,1199.568638,0.5,69.28,Yes,W04272,bc1qgv75wgqdkxzsasxmy7lkvtnq367yn8088nsxlj,peeling,P003,change,True,True
38YSVHACq613AoRvZugZnLHojxEJaUQj4f,7,1.259683504901645,8.817784534311516,0.0001566503107677,1,6,901905.6472408334,0.1428571428571428,69.25,Yes,W03575,38YSVHACq613AoRvZugZnLHojxEJaUQj4f,legit,,normal,False,True
1NUb3kkKBURPHWc2uDP7Qh8tH6nPsKG2NF,21,4.8551860924644,101.9589079417524,0.0001220790515995,13,8,301614.2817671999,1.4444444444444444,69.03,Yes,W00357,1NUb3kkKBURPHWc2uDP7Qh8tH6nPsKG2NF,legit,,normal,False,True
bc1pg5ter3wa7u7kpvcg2sc98tvcjl5eve49cs004yuwsxxjud5drcjs982zg0,24,4.783342829962476,114.8002279190994,9.694619250026538e-05,11,13,333392.657304826,0.7857142857142857,68.94,Yes,W01258,bc1pg5ter3wa7u7kpvcg2sc98tvcjl5eve49cs004yuwsxxjud5drcjs982zg0,legit,,normal,False,True
