wallet,tx_count,avg_amount,total_amount,avg_fee,sender_count,receiver_count,avg_time_gap_seconds,fan_ratio
12JWsRsFMcrKiw5gdYmvF1efrhxbJMRES1,22,2.50481415102978,55.10591132265516,9.828589094809599e-05,11,11,336159.43218438094,0.9166666666666666
12KRePDgqwWV61FfaVgrgZ1m3Ws3CQKpQd,24,2.968572132017964,71.24573116843113,0.0001102334629100871,7,17,333526.84632852173,0.3888888888888889
12KcUykzWS3XzdRfYQbDAu6PXJUJiYqWLp,2,5.591637961224783,11.183275922449566,0.00011755011577844863,1,1,574.00723,0.5
12LDQ1ueLygpkyvLcpPNQbawko8XaCqDDS,28,2.4972366741228975,69.92262687544113,0.00011024725288378901,14,14,265108.2995964074,0.9333333333333333
12NDy467Ks6i5vwFRhNob9TxoTE4wqA553,26,3.349710214332067,87.09246557263374,0.00011284054280687684,9,17,303700.48950535996,0.5
12NTGkGgSQ5gGRqMijyJ4MrNX1YjSVeN6h,16,2.1269171808971583,34.03067489435453,6.272473185118922e-05,4,12,508615.6754520667,0.3076923076923077
12Nw2cQnZPtdeqKQ2AuVMV2qPLGazYCa6r,1,0.10782318697889104,0.10782318697889104,0.0002240258333661,1,0,0.0,1.0
12Nx1aEFgLd7tSoDkDK9NwUtPPjtBSYdiq,20,2.5398011935222677,50.79602387044535,7.311588176930116e-05,4,16,373412.9608850527,0.23529411764705882
12Pssfx4j2EK7WSS3KtGXHTFR4Sfow4HkQ,19,3.006436566117286,57.12229475622843,6.439768391385005e-05,7,12,358422.8052834444,0.5384615384615384
12S8nEifemD87TNF17rM8UgxQ5uNKvtPDU,22,1.8281886670233265,40.220150674513185,9.225701359462298e-05,8,14,344463.3257864762,0.5333333333333333
12SduHzDWmZCMAnQYbBbQYES9NsBSKxQPT,15,3.992181725604761,59.88272588407142,0.00010237139451356453,5,10,466095.44534335716,0.45454545454545453
12Um8Z9R4ajMowAxNjUMX2L3NwaLApsLZ5,19,2.6604196588359614,50.547973517883264,6.152869891497467e-05,6,13,358196.23548288894,0.42857142857142855
12VcJjYZQ1hqzXqq2Jpk8wPp79yvtQ7Shv,19,3.4490115349363673,65.53121916379098,0.00011155250427485525,6,13,391002.2019484445,0.42857142857142855
12WdRN6wnHn7R4ZUTXyQZxbeEF2VpoybJ7,18,1.491701386367447,26.850624954614048,0.00011056708631415194,4,14,447748.33995741175,0.26666666666666666
12WxNRqoJtuz5Pyf3Ge5Kq7vy47g9o6FpK,1,0.0996673443860585,0.0996673443860585,7.796800684289979e-05,1,0,0.0,1.0
12XZzJirhMfSU81t62qMDFzfXWgCrDudaE,15,2.0821698426588435,31.23254763988265,0.00011136257656750942,7,8,533728.662979,0.7777777777777778
12Xxdq2hfysiBgizapvd1cQPJh7NzGaWbu,15,1.7520359009681434,26.280538514522153,6.89934818788933e-05,5,10,528901.4117900713,0.45454545454545453
12ahbqvKXnqJTWLuyEnqY5Y1xaWWDXsdUX,16,2.2003992224091147,35.206387558545835,9.527350303203021e-05,6,10,437323.1208999332,0.5454545454545454
12ampQvxCeY8yPeusY97TriNpfrk4Ukhoz,17,2.9505592947022694,50.15950800993858,8.42119318452428e-05,5,12,438548.8723451875,0.38461538461538464
12eYinf96apEwRXuS4hRew8WWqx6A6FGs3,18,2.29698279446519,41.34569030037342,9.236305108672897e-05,8,10,397899.4782222353,0.7272727272727273
12hHh6jWmofDhTqjhn3y3Gi1AyF65AdMWd,16,1.3369555004715434,21.391288007544695,0.0001256480756912104,2,14,492330.5149409333,0.13333333333333333
12i57ZBGRFGoZ3bjVPsAYJH4AVTrBvwdp3,21,1.7582864316770415,36.92401506521787,7.969888209844067e-05,7,14,336883.8842526,0.4666666666666667
12ib4BweaV5EiUhNYvhkZkDBhqXkwvvvdD,17,2.673638510539205,45.45185467916649,9.691449145102773e-05,8,9,419468.63886099996,0.8
12ie17YjcoBZsG21cxRUKT9b2CUm3bPrha,18,2.000879374878614,36.01582874781505,8.358061685708758e-05,6,12,436821.7799787059,0.46153846153846156
12jEqoHdNw8Puw8d23GFPTXAZLo5QNt3VZ,18,1.5616855316524942,28.110339569744895,6.247648762140346e-05,8,10,404701.3583794118,0.7272727272727273
12kDKzuqrDAWVVF5qXdy4wzFux2LWwEy6K,19,1.8860109518229438,35.83420808463593,0.00011241954858644464,5,14,418125.87990966666,0.3333333333333333
12kGsjDvmFMGugEeBKWypc43Uu2AKGLUxd,20,3.1569890115496286,63.13978023099257,0.00012442336816704153,6,14,400745.54111305263,0.4
12njakVWwzavDGTZR3MZSypsYWAg7UF4iK,14,1.582904997208877,22.160669960924277,7.129907931821379e-05,6,8,566548.8786011538,0.6666666666666666
12oibbC8f3sZiHycUESebLdEGabYgwh5WS,24,1.8078765071486274,43.38903617156706,5.942525317384424e-05,9,15,309717.62341639126,0.5625
12ox9J7LCb9Mr2BTRmyV9KyeNqibUfuya3,14,1.9623950875954157,27.47353122633582,8.600941205212712e-05,6,8,489283.40219469235,0.6666666666666666
12pNBZ2vCpG48G32rU6GXdnreKPQV8mskC,19,2.884432964904189,54.80422633317959,7.144104149831007e-05,5,14,390121.71194833337,0.3333333333333333
12qGN1fP8aXxNVFwXPYp5mWfyxbMhgMMeh,2,0.09996061710968114,0.19992123421936228,3.340843141402676e-05,1,1,21801.288629,0.5
12qSc8XzxjWuzziWsgUtZfusNuKTxycHVx,2,17.39058189469501,34.78116378939002,0.0001365637507355424,1,1,575.530065,0.5
12r7Jq9os1aTBiCSVpP2ZGapL5DV11Fspg,25,2.0284606430570076,50.71151607642519,0.00011193634699385123,11,14,304604.70037050004,0.7333333333333333
12sKoXQGkAB36wpwzn1ZtGSXMs6W9eeosh,1,0.1992601241731557,0.1992601241731557,0.0002172536537608,0,1,0.0,0.0
12sVvw8sF9sUyRGGBjzV77vp6e5KJUKegB,21,2.095042743327368,43.99589760987473,9.574048013611522e-05,9,12,384498.80632355,0.6923076923076923
12u1s5yYsEpfz9u94hkz1QEBG4FkC8BsJk,14,2.26416440871401,31.69830172199614,9.658059212334157e-05,5,9,571775.5112157692,0.5
12uETrAGBWbHx1vskeS7UP5zeqwCtUxLHB,19,1.0366904105322001,19.6971178001118,0.00011466370694253439,2,17,380561.4667172222,0.1111111111111111
12uNH5MTa7Cidr2y4y6C87HktvsRfHPTp5,19,3.2766847102616588,62.25700949497151,0.00012045634394805206,8,11,413442.68171372224,0.6666666666666666
12wxLAxYXqxwFR9AZeEHK3Q9gKuq1PJa6a,21,2.8442152894842585,59.72852107916943,0.0001426931516917559,9,12,342999.0739083,0.6923076923076923
12xH5LQysxP9DNQewjrVFVHfAxRcy9Bahq,17,2.814168622420559,47.840866581149506,0.00010798738630236715,6,11,462906.029012875,0.5
12yGn6rjroGyUSVGn5MwHb9LpWchWaodoa,1,0.3035752822944222,0.3035752822944222,3.562981224209083e-05,0,1,0.0,0.0
12yg17FtbdsHbuaf8ZAHs1FCpsB3Tp7Gnk,25,2.5738535952917863,64.34633988229466,9.743903486635287e-05,11,14,287530.8438959583,0.7333333333333333
12yoyWxTJrnzNyXM7GxGQX7FBoQzkJDpYW,25,2.1797762161402825,54.494405403507066,0.00011848686086188106,10,15,301894.527998625,0.625
12zn5RGtDkfZQEQvJLHH9o7jfr6dsDBnZv,11,3.239397127402074,35.633368401422814,0.00010595788777705172,6,5,686819.9620856,1.0
12zzCSr4eHNreXGBHyTqDxXzWjYKAP8naW,17,1.8595423824176982,31.612220501100868,5.8584654321940936e-05,6,11,454213.66173775,0.5
132weL6bESTRQW2ANKrc2W9HtfsuadGJ2h,2,2.414221699987635,4.82844339997527,8.886528130940448e-05,1,1,573.635796,0.5
135KNhXurbQGvjfrsv5ZYN9VF1Ei5ZsVhi,25,2.0363679905424688,50.90919976356172,8.890059819066586e-05,9,16,315685.6796104167,0.5294117647058824
135zp2ftLz3nhBjvbgkMc52oUzAwP7kTej,19,3.054225663984748,58.03028761571021,9.452023378849313e-05,7,12,405387.13496405556,0.5384615384615384
136F4DtHswYKBRvmFwzcEpQREJpNQfDpXQ,17,2.3480645466918335,39.91709729376117,0.0001658738049157524,4,13,447131.329454375,0.2857142857142857
136RiQDp2eb1cyTSzMRd9euc3NsiaeQ3c3,20,2.9477003324469946,58.954006648939895,0.00010017017442036007,8,12,362355.57167005265,0.6153846153846154
137Q3SbFZQP2nuHto8ZTnkeuAutm6ckAzS,20,2.910931025851071,58.21862051702143,9.529650653291517e-05,7,13,393456.98856178945,0.5
138cUp6xFG2J3jhEfLuWEovRbxWN1shgTK,14,1.9075924699525444,26.706294579335623,5.443414828418493e-05,5,9,573282.3903028462,0.5
138tCF5UeygHPfggVzfat1iCB88k9WnnCq,23,3.8537498418396408,88.63624636231174,0.0001334874809446862,11,12,339114.7822051364,0.8461538461538461
139u4D5YEmEkZHNFtPQKFEG62AUzcdhH4c,25,2.0558135805166957,51.395339512917396,7.786435211191841e-05,8,17,305354.3270017083,0.4444444444444444
13C3UEzyuJ8rR4VNFwBpXybSojMopPKTyE,18,2.710899637948637,48.79619348307546,9.578422104422519e-05,5,13,425168.0842789412,0.35714285714285715
13CAi2SWqYCqk5wuNoLQ48XLH6ZogymVLH,18,1.93808422428811,34.88551603718598,0.0001254841758980164,9,9,408651.23494282353,0.9
13E4B69dFg9TaJFLCtXHsbgBEMse1hy1KQ,21,2.0460730709535904,42.9675344900254,0.00010002618343753764,7,14,337603.28145370004,0.4666666666666667
13EvUt6PMv2RDwbRanDD1UwvPggE3CH1cq,2,4.999952716425566,9.999905432851133,3.895463618352488e-05,1,1,13928.821808,0.5
13Fp3Fitw6PWv8K2ds7DMmkctdBg1aneqv,2,0.0994950029119499,0.1989900058238998,0.00010967655235781629,1,1,14029.422066,0.5
13HwiSw4Wi1Bc1XVmsDwrpzMkgqvLN4Bsm,20,1.50747541438625,30.149508287725002,6.697136303637538e-05,8,12,385394.51704121055,0.6153846153846154
13Hzys3EdLzDs4QnUbqAGMww6EbnHMfoj6,24,1.2620796872605082,30.289912494252196,8.894901807079108e-05,6,18,294147.9559338261,0.3157894736842105
13KDp1jkh6ghFbvWB2HbxoFBCfHrfBS5rb,17,2.8288491619681237,48.0904357534581,0.0001027788965046799,8,9,449421.0778908125,0.8
13KotcSQyU4D9aPgQMb314pPn3HFouZ4zV,1,0.4973641455396443,0.4973641455396443,5.1744812924970806e-05,1,0,0.0,1.0
13LPpZx3yZSu9QUb2LAuXFLmWbUhHrT7yC,24,2.4032293471504786,57.67750433161149,9.312543838875115e-05,9,15,323341.84674821736,0.5625
13LwB4ZwBjRrVsxVvy9PbczFx71sqXQc6i,23,3.6255272900147024,83.38712767033816,7.825202677803993e-05,10,13,344801.6148710909,0.7142857142857143
13NtohcQbHytYS8WasUV6kCuGecHKjnjzi,16,1.7239775219662692,27.583640351460307,6.831862171095052e-05,5,11,496006.97781686665,0.4166666666666667
13P4Sak9gQRc1FVZFvqrh3GstnDcRKFFZH,1,0.3323665772864203,0.3323665772864203,4.4978021890728056e-05,0,1,0.0,0.0
13PcgwJsxgC26Rt2rUE2YExnnQAhZf2Max,2,2.5784499132875887,5.156899826575177,0.00013565033869250448,1,1,341.240356,0.5
13QKtiHvY9YhtczbGjdNDgrSMGu6tdN7dP,17,2.7804035221198555,47.26685987603754,9.696386421630498e-05,4,13,392377.7489830625,0.2857142857142857
13Qe1XbA5zSuuqJmUuLK57hCMmCjnUBQpR,21,1.614864100185038,33.912146103885796,0.00012837733710249034,5,16,338798.7586490499,0.29411764705882354
13R3AHsvjhLnW3jmj6CjwpcAfxtJMfXqJF,1,5.468817415212998,5.468817415212998,1.4147553228750829e-05,1,0,0.0,1.0
13U8UhZLfdUwrj1fKCxTjBBP1yJrrAzFPW,8,2.5585810902951764,20.46864872236141,0.00011884100087690714,1,7,1019228.8599797143,0.125
13UVsHWXVCyLE6m24rX7cW7x7SG7MZ6ctP,19,2.3421143457114013,44.500172568516625,0.00012434697841914955,4,15,417426.8031660556,0.25
13WpWCbdjWM7LcJsjB4SMsg2FJdMyaSSKw,18,1.7512990211488042,31.523382380678477,8.655243683818548e-05,6,12,395055.86325382354,0.46153846153846156
13XAzA7TewpeKZnm6se2TYGQ13janwjrbT,17,2.004120698009945,34.07005186616906,0.00011164383447131842,6,11,389191.25184093753,0.5
13YN7xkqeth2BBwYLSxtoQbpifk7rPfgbC,15,1.6015021270004177,24.022531905006264,6.493575914802336e-05,7,8,516310.23574664287,0.7777777777777778
13YRxGSQb8HnySMnnw36rmV2TzWsGP6bC1,15,2.896895350858811,43.453430262882165,0.00011098189411624247,7,8,474331.83837600006,0.7777777777777778
13a5RBih7E8cnPNVxsKqBqYEMP2GJaSoXz,14,3.1270212775569526,43.778297885797336,0.00011615624105161342,6,8,590259.6980420769,0.6666666666666666
13ak1XcPzZB5MDZ75SiEBsBMJJhdUJVCf9,16,2.706355639385608,43.301690230169726,0.00010174940188864732,3,13,455153.9013288,0.21428571428571427
13bDG3qsd7Vc4WMc47KnPvWm1eR4vjRMa7,23,2.077557614149456,47.78382512543749,9.692712594708741e-05,8,15,341408.7726404545,0.5
13bqQADJd1jxWw6D5mCEWsDbmHbZqfb2VV,1,0.10725872525380736,0.10725872525380736,8.45124793315447e-05,0,1,0.0,0.0
13byWBiw5t6owGZeTjb9FPKuQaaCNykTZr,19,2.4912649787663144,47.334034596559974,9.408992161820258e-05,4,15,342086.7450928334,0.25
13c1Rgvmn8kK8vCbaq6HK3QtXYqyyrqNHB,18,1.7976504917883627,32.35770885219053,0.00011471700228456116,10,8,422921.99072470586,1.1111111111111112
13cA47vWDuQtn1Ziqa8Y7bJXV8WRQreH2M,22,2.317531932645439,50.98570251819966,8.29612921707776e-05,7,15,363273.1806847619,0.4375
13dFFuv84TRSXVJw2o4TvyWTGXUXM3Hd1k,22,2.7343733094000164,60.15621280680036,0.00012879601588192908,8,14,360286.0177011905,0.5333333333333333
13dMUesAci59LNEeH711RRMAir4KysfNAC,27,3.0443064370930406,82.19627380151209,9.149654799370394e-05,7,20,292940.41070873075,0.3333333333333333
13dfukMWsr3MVTzUEhchJ6oWvFXj7d8Qph,15,1.6682233449723358,25.023350174585037,9.813070523568178e-05,5,10,500006.66004864284,0.45454545454545453
13dhnZd13cuRLP7L3cFzwwWxvsTzD6SPDE,20,1.5532135760118748,31.064271520237497,9.04393766917136e-05,4,16,373150.8609099474,0.23529411764705882
13eqcLJxhdCZ11Qthkn4MTqke3bPqAYM3R,21,2.8721673263540444,60.31551385343493,8.984258729935322e-05,10,11,334219.33688940003,0.8333333333333334
13fo9DT7Dnbu2hGbPoCnerxfKaDjgDcfRW,23,2.2057492420424882,50.73223256697723,7.136781784685977e-05,5,18,340756.8382115909,0.2631578947368421
13fpBiP82vKQDLJvroong6mz2E3ZfyUHrE,1,5.0,5.0,3.878716799216066e-05,1,0,0.0,1.0
13fyhSD8Hbq2hjj1T5n24UnLqL97JQFVtR,1,0.9992198097685508,0.9992198097685508,0.0001980166363893,0,1,0.0,0.0
13h9G42hjwVJAouxGGJ3yqd8N5QepwaYkv,15,1.5564677598450876,23.347016397676313,0.00010391449237726969,2,13,527357.7511293573,0.14285714285714285
13hejLavzsDrFp9TRyPnNEXicwEc21HggD,1,0.1,0.1,8.312052212822486e-05,1,0,0.0,1.0
13humoxRpo8YDi4GCEEioF2T2CQ2mCzpPM,18,2.190277256932547,39.42499062478584,5.1583377001905365e-05,6,12,431751.9816034117,0.46153846153846156
13j6BJc39zqTv527tgydmq3rDwkaFhp4Rt,17,1.3988732857230037,23.780845857291062,0.0001460958732790246,7,10,456361.6836675,0.6363636363636364
13jLtniVXGNnmgJFoMAr72bhK2f7HZhzuw,10,1.6849951186106988,16.84995118610699,9.992229915156818e-05,0,10,723675.6067944444,0.0
13jjtn19vcJHdEBbQyx6wrHeu2NVny7zWf,16,2.2085235817704407,35.33637730832705,8.489539653218192e-05,4,12,480443.6889233999,0.3076923076923077
13kBU3fcBoLZL2LnTD3Qz53qaww8CvAUQH,25,2.6137450856006628,65.34362714001657,0.00010644085283866872,16,9,318662.5874295,1.6
13kG9LHgEHBsxyNJA393J5qmvGsKATGPWi,28,2.899885826086016,81.19680313040844,0.00011876226364239475,14,14,278786.001453,0.9333333333333333
13kRDm8JMg8sf8GWm1MPB65aWRsUgGTVkF,24,2.0510141546189087,49.224339710853805,0.00011025727563389067,7,17,323731.23803091305,0.3888888888888889
13m27Vxvo1NCUSAgfKjZTxn36BzP5uKBTo,16,2.267191040116237,36.27505664185979,6.633300866749557e-05,3,13,452496.8378286666,0.21428571428571427
13mM6DhYLrHWUSdwt9Zg8G8iMZWSBxENNd,9,3.1649508731353317,28.484557858217986,6.95628594762619e-05,3,6,901513.41760525,0.42857142857142855
13mUt1ThQzqCUoNofjkUFqLgcjCtdHKoUn,21,1.8119403763294657,38.05074790291878,0.00010259394822449751,6,15,353593.7256777001,0.375
13n2kssaDYtzQNHZXsCeMovADKTJxUxbfC,2,0.9999100685891784,1.9998201371783568,1.0775742104878678e-05,1,1,34522.275063,0.5
13ncbwKBvK4f3ZBXNAyfPvUyL8aduUcK25,25,2.3559026943450063,58.89756735862515,0.00010332063280239956,10,15,290315.65687041666,0.625
13o7xUWsNf3vV5EfJvGCqsjy9pmjWWG8rT,2,0.999449353018418,1.998898706036836,0.00016375923342950254,1,1,35185.016101,0.5
13otBzAH8axvwnDoaosfLEqF6iusrVNL1N,21,3.284838342212019,68.9816051864524,7.451301898573265e-05,10,11,361331.19892034994,0.8333333333333334
13pGjiNxceQtBxWMpP6Lqs12st9SAzzTrm,21,2.295977466701716,48.215526800736036,0.0001116892064670899,10,11,360693.98100040003,0.8333333333333334
13pPoySn8mRmC1UExKydhD8TS4mpxbLonr,18,3.1763678942240534,57.17462209603296,9.937129179608447e-05,6,12,403879.2965845294,0.46153846153846156
13q99sQPFRm7NXPAiXy3kyMU85o13Cabw8,10,2.14310304249532,21.4310304249532,5.2674288809213325e-05,5,5,718406.7040836667,0.8333333333333334
13qjQYogerB8JyWu685PoUXhrjTMLkGRuL,14,1.7254488503488756,24.15628390488426,9.618878629932353e-05,8,6,482235.8579565386,1.1428571428571428
13s1ErCQeq1uQNYUJMkautXrX33Hqv1HUE,11,1.311921082740768,14.431131910148446,8.341496585659576e-05,1,10,497363.76631989994,0.09090909090909091
13sZdnAVvhdepMMttWjViRjdSL4E2xPCMd,1,0.09933727894832824,0.09933727894832824,0.0001577239636216,0,1,0.0,0.0
13uLreEaDfnUeYEPKFkn1YSir2xqRQCxfe,26,2.501730283296633,65.04498736571246,6.749622726333058e-05,7,19,305942.81052148,0.35
13wjkxptWjLCEHUHuP1atPaKP24CPbZwQZ,1,4.999598873834228,4.999598873834228,2.366819129566642e-05,0,1,0.0,0.0
13wzuymN4BGwStU9JEaCFayhzqWTZgQMei,20,4.087638927560057,81.75277855120115,8.787851082628424e-05,10,10,362492.0187658947,0.9090909090909091
13xHn718RabTSLgm6yqLBax2WaNq9U45Yv,1,23.29076568042004,23.29076568042004,0.0001436505271428,0,1,0.0,0.0
13xmZ5hAVep7VKQwTRQWgr6tC9xtPTobBU,17,2.6183190963675664,44.51142463824863,0.00010538878704380895,11,6,446650.94891425,1.5714285714285714
142BF9RgpBhbb8UVt18ehohgAJakgyohgv,25,1.924645320823943,48.116133020598575,7.914099296845483e-05,7,18,308465.665561125,0.3684210526315789
143Vh3MWiToDCxmmFnJuH75kUGagk6iSb5,16,2.5729796584106257,41.16767453457001,8.772725485969721e-05,7,9,485826.8169404,0.7
143gvPc4YX7n5kLkWp2VU8ynzHvceUHkDv,23,1.597615104843498,36.74514741140045,8.242855629073839e-05,5,18,347399.3213993183,0.2631578947368421
144o44Uv7d2KuPqDpM6gTcM8GKPcHYhzk7,13,2.885374515482082,37.50986870126707,0.0001582457529789432,5,8,381111.9729385833,0.5555555555555556
148L9wLi85dpAzJVnH58B879wi166N57fK,14,3.5187487965781594,49.262483152094234,0.00010501504225613285,8,6,492953.98548246163,1.1428571428571428
149SoxZEDRReKVr6GKgvHs4K1Y24HFigSY,15,1.718499304751801,25.777489571277012,0.0001210828200263556,6,9,538061.0279609286,0.6
14BzzEVudCi98FQu1Q7bxSbDkoiQARwc7X,16,2.2027529993507438,35.2440479896119,0.00011952048072731548,5,11,446481.6100259333,0.4166666666666667
14CToWmUjyX2bMHtEprhMka2sCKET7fJEy,17,2.8739980925939155,48.85796757409656,6.42502445641274e-05,7,10,478947.93342056253,0.6363636363636364
14CvTz1vWbg9k4dqcigrsKQy8x6Ewqoky3,1,0.26646231746723015,0.26646231746723015,5.791557159972333e-05,1,0,0.0,1.0
14Dq72BasDgh2YwSG5ZVTpzMYyGQoXoycQ,18,2.481382961883847,44.664893313909246,8.353737093975611e-05,7,11,388655.20714176475,0.5833333333333334
14Dys8DYvdEnRPStPAi7pGRzVXVvfssLXe,2,0.09973078499501897,0.19946156999003795,5.220308694201315e-05,1,1,14277.142818,0.5
14E5awXsiEKwUNahH5tioffSS3UaoTB3BK,24,2.596685246649074,62.32044591957778,0.00014637064724912048,5,19,302444.1335266522,0.25
14FMiipxT34RoP77mxcNLYDzNjUen5mFjj,20,2.2892286114899862,45.78457222979972,7.35612323893634e-05,6,14,388945.54429073684,0.4
14HB1nTx9FEXq6jTjVA8rpin7mTYszwxbR,11,1.681584855097104,18.497433406068144,0.00010140536562288426,1,10,758903.7193724001,0.09090909090909091
14K13AH1n1PvFCxBySBvj28NjuLpWbFZKs,1,0.8391791716596433,0.8391791716596433,0.000150452617407,0,1,0.0,0.0
14KAZnEAw4SpxK2JyAySEKUQi8yTaMZWah,1,0.6689144366127161,0.6689144366127161,0.0001084277997555,0,1,0.0,0.0
14KPS5yDDV55WbQFih9fqCAG1ym36Pb1hv,20,2.7094677571795,54.18935514359,9.25746069470262e-05,9,11,402221.132315,0.75
14KdtNrmxjvXHjK1vsnFxg2SdvT88HNv88,22,1.7975674417998624,39.54648371959697,0.00011778500108423924,7,15,366571.6667501905,0.4375
14M5KPoVMtyRMvoKN1FZGzuFGkmeSA3woJ,26,2.3290911541313983,60.55637000741636,0.00010491332419505663,8,18,305517.8014918,0.42105263157894735
14MnjeEmtnNa96LsCuAF19741TC1Pv3tbp,18,1.7001134606510522,30.602042291718938,7.78844744346212e-05,4,14,427409.83472141175,0.26666666666666666
14N4RSsRF5qrCf8kpGAmfkWUA7fLub1Lq6,23,2.0316954901778623,46.72899627409083,0.00010447450256216996,2,21,327203.05939009093,0.09090909090909091
14NKH6nbmaPWkH9KnNeTXnkP61wk5sZSZu,13,2.973809109639104,38.659518425308356,0.00010022176960633911,4,9,573053.2997523333,0.4
14NWTpxbYoLgSwTDfRppiHqTL95QHu1EGN,26,2.2885116476341882,59.5013028384889,0.00011954032647613653,9,17,287549.66144388,0.5
14NzBd2QSv2wYD5MQj6Hhraj9SVVzH8Mo1,21,1.525000944958774,32.025019844134256,7.868814688975205e-05,9,12,347069.6617209,0.6923076923076923
