rank,wallet,confidence_pct,risk_level,is_anomaly,reason,tx_count,avg_amount,total_amount,avg_fee,avg_time_gap_seconds
11,1N39hpTRmApyD9aVxDUh8ofoZqgSS4apnG,92.7,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-4.128) ; transaction count (pushed toward suspicious, impact=-1.122)",2,32.55464840671158,65.10929681342316,7.071196768792699e-05,754.017944
12,bc1qpceyfulk87hthm3feleepqnr2p2crq63amrjxq,92.2,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-3.942) ; transaction count (pushed toward suspicious, impact=-1.146)",2,29.940289866793616,59.88057973358723,5.582211426911896e-05,1351.431518
13,bc1qc2xkvmeu960ng3prkqdg2pv6h50pmg5cpzge6d,92.2,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-3.828) ; transaction count (pushed toward suspicious, impact=-1.063)",2,29.051649169168225,58.10329833833645,4.196740561774377e-05,1129.715162
14,bc1qr742m20l3n97z3gfwzzuyx6hxzh2rclgcja9hl,91.8,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-4.218) ; transaction count (pushed toward suspicious, impact=-1.209)",2,30.88047708419409,61.76095416838818,9.453239172577708e-05,1777.156612
15,bc1p5gkq44ptlm3qh3swwt2fqa2hwkcf8ry0vj09pns6dyl8pmtxxypqu9av4y,91.0,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-4.205) ; transaction count (pushed toward suspicious, impact=-1.139)",2,32.12403431528309,64.24806863056618,9.038011478965091e-05,366.716219
16,31wXvyQiJcSKrodskLHCVZbc1h7xNYYFnV,90.9,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-3.920) ; transaction count (pushed toward suspicious, impact=-1.114)",2,29.278774866730267,58.55754973346053,0.0001351907912932,440.5438
17,bc1pegeyvrvxuetektmcxvrepny9a28qxcthcv2hsnqr7akxec2g93qseh67pf,90.8,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-4.214) ; transaction count (pushed toward suspicious, impact=-0.951)",1,37.64755656454428,37.64755656454428,0.0001650300273501,0.0
18,3FmK2pVT9x7jWEdVpc2GtcJ9SeZHMbMcki,90.5,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-4.032) ; transaction count (pushed toward suspicious, impact=-1.304)",2,27.75685527338773,55.51371054677546,0.0001218166116917,1531.274982
19,bc1q85m3lh2jmm7yw0mp8hsvk7s2yesq22y7x5eqen,90.4,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-3.890) ; transaction count (pushed toward suspicious, impact=-1.109)",2,28.67355610207052,57.34711220414103,0.0001396856434605,410.429201
20,bc1pf6llflkfuhlrf37qw98uuvgex8d2g92t04x6rf52940ywv3kuxfq5rrukp,89.6,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-4.161) ; transaction count (pushed toward suspicious, impact=-0.948)",1,32.3220296547578,32.3220296547578,1.409313907295257e-05,0.0
21,bc1q50vyftultcuwfq20qfnwsnwdpklssvvde2f456,89.6,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-3.849) ; transaction count (pushed toward suspicious, impact=-1.110)",2,27.787707587305377,55.575415174610754,0.0001404691361312,481.847294
22,31k5Sdr7LPCKdMFQpGX8ShzBcc2zZPeJV8,88.4,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-4.337) ; transaction count (pushed toward suspicious, impact=-0.984)",1,37.23541797276255,37.23541797276255,0.0001449355326126,0.0
23,33H84B5LmnerfAASjYmo9NHGV7D3Jx3XxM,88.3,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-4.640) ; transaction count (pushed toward suspicious, impact=-1.120)",1,39.87032635733463,39.87032635733463,6.562168311932615e-05,0.0
24,3QGRNMp5c8KTQKyv173RoqCGfyX5X7wHdu,88.1,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-4.297) ; transaction count (pushed toward suspicious, impact=-0.922)",1,31.51595999702373,31.51595999702373,2.911491415275603e-05,0.0
25,125muDXjxQ2djE4wFM6gz8NLyjikAgLfGs,87.8,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-4.692) ; transaction count (pushed toward suspicious, impact=-1.146)",1,37.7097368560087,37.7097368560087,7.796420289169051e-05,0.0
26,1LeEQSgR2EoHypRMKJ7RkZHj8rijSjvjAi,87.0,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-3.964) ; transaction count (pushed toward suspicious, impact=-1.279)",2,26.954065703478182,53.90813140695637,0.000109562611998,425.242338
27,1ALjnVNjajzezZa2qeL1ir8XfZ5KQpVDgi,86.7,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-3.952) ; transaction count (pushed toward suspicious, impact=-1.313)",2,26.74523890226191,53.49047780452382,0.0001059402333249,356.054028
28,1KYFpFr4DviFrHatRN1RYRzbx2CPB6c4UW,86.7,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-3.688) ; transaction count (pushed toward suspicious, impact=-1.154)",2,25.674984192372,51.349968384744,0.0001380466756216,700.429729
29,bc1qvde998534t4pqwk89pxwyz6j8gmn29xwmaetzh,86.0,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-3.849) ; transaction count (pushed toward suspicious, impact=-1.291)",2,25.60450684723204,51.20901369446408,7.345726670725258e-05,1155.712395
30,bc1pwmdqhd4gsn6pqwyrtn8ywjxhwj3zre5gvshf8m4ycr9uvgfnmlgsq4pzpk,85.9,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-4.306) ; transaction count (pushed toward suspicious, impact=-1.056)",1,29.80984192785529,29.80984192785529,0.0001308923637449,0.0
31,1NCZ4F1pK1GxMCTueCWdFmq7a2jfdQEoTq,85.1,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-3.876) ; transaction count (pushed toward suspicious, impact=-1.280)",2,25.905909277984858,51.81181855596972,7.848847752330982e-05,625.088755
32,3Pps4U3DAKDuXV75BJqzsEEL3PwwL1cgam,84.7,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-3.844) ; transaction count (pushed toward suspicious, impact=-1.285)",2,26.31109845430784,52.622196908615685,8.158188298666162e-05,703.158021
33,1B5s6D9dw6hByUhZ54suktnLgH6iKcyehn,84.6,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-3.882) ; transaction count (pushed toward suspicious, impact=-1.310)",2,26.36109286094774,52.72218572189548,8.987988299558497e-05,315.421997
34,1GpfidoYwB2f9iiHRBiWrYeiVQV5Xasrja,84.6,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-3.842) ; transaction count (pushed toward suspicious, impact=-0.963)",1,26.203661877956502,26.203661877956502,1.9460417757858468e-05,0.0
35,bc1q0cntnywtua7k3zjtvc8frv99mkhh906tq5w3wk,84.0,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-3.837) ; transaction count (pushed toward suspicious, impact=-1.267)",2,24.394143569608733,48.788287139217466,0.0001168342267038,727.505182
36,36dmvHQd5oQexhCCLjHQrmBtMMb1giT7Qg,83.7,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-3.798) ; transaction count (pushed toward suspicious, impact=-1.258)",2,24.72298818556088,49.44597637112176,7.458782268011161e-05,952.931824
37,1HGY6A4RGPUapffmxxPYftvDc8mwYXxLVc,82.8,High,Yes,"SHAP explanation: average fee (pushed toward suspicious, impact=-2.364) ; average transaction amount (pushed toward suspicious, impact=-2.077)",1,10.930384676640829,10.930384676640829,0.0002932272680701,0.0
38,16Q65e7UrC3HKmupo3vJr1dWuqjsD8N9Fw,82.7,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-3.855) ; transaction count (pushed toward suspicious, impact=-1.276)",2,24.09926862684345,48.1985372536869,7.84989105509598e-05,869.461675
39,3A2mHHXA9roRKeQaZCEXzSxf98iHDBPXZN,81.7,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-3.802) ; transaction count (pushed toward suspicious, impact=-1.245)",2,23.102646660681216,46.20529332136243,0.0001147843176505,1571.834486
40,bc1qs60l5aq9dn9kj5f9rq88lg3ltwp0wykj7lcz9z,80.8,High,Yes,"SHAP explanation: total transaction volume (pushed toward suspicious, impact=-2.973) ; transaction count (pushed toward suspicious, impact=-2.009)",58,2.9750875258014764,172.55507649648564,0.0001006848170813,37212.33633796492
41,bc1qkcn98hqlkafshdrdc6sdcucjmjf3xn3g9errsn,80.6,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-3.973) ; transaction count (pushed toward suspicious, impact=-1.128)",1,23.75802463900549,23.75802463900549,0.0001106720782716,0.0
42,bc1qjatt2xdfdak7ysgj32szuxw7ml4ewf7n4wnmkd,80.3,High,Yes,"SHAP explanation: total transaction volume (pushed toward suspicious, impact=-2.957) ; transaction count (pushed toward suspicious, impact=-2.039)",50,3.047013288803155,152.35066444015774,9.49334488575826e-05,55745.596191326535
43,13xHn718RabTSLgm6yqLBax2WaNq9U45Yv,80.3,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-3.685) ; transaction count (pushed toward suspicious, impact=-0.948)",1,23.29076568042004,23.29076568042004,0.0001436505271428,0.0
44,1NUjFySEF29tZsVY6Bn631EgC7owcwwHfk,80.2,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-3.836) ; transaction count (pushed toward suspicious, impact=-1.218)",2,23.509871267480868,47.019742534961736,8.344324003922392e-05,454.060982
45,3PKJX7TikLfiffBjfiRdaxyrdCdwAB5V9Z,80.0,High,Yes,"SHAP explanation: time gap between transactions (pushed toward suspicious, impact=-3.475) ; transaction count (pushed toward suspicious, impact=-1.085)",5,1.40646582909651,7.03232914548255,2.604425674122743e-05,1341579.0620535
46,3DxPwZ2rn5w6iTdMcw9k4wPcFKFLmgkhYp,79.7,High,Yes,"SHAP explanation: average fee (pushed toward suspicious, impact=-3.497) ; time gap between transactions (pushed toward suspicious, impact=-1.076)",2,0.9993034190011312,1.9986068380022624,0.0004214161967281,34749.773727
47,172kT9LWTzPso9NMoDAjPfqn7z5Qd3NyiQ,79.7,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-3.883) ; transaction count (pushed toward suspicious, impact=-0.988)",1,22.94701443969621,22.94701443969621,5.930046616074785e-05,0.0
48,1EhEcuHyiCyMLhTrMhPFA4XDz7nbM5TB4i,79.0,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-3.349) ; average fee (pushed toward suspicious, impact=-0.840)",1,19.3359684081321,19.3359684081321,1.028540550934245e-05,0.0
49,1N98VKk7z4DXn449VGeTksSYWfJEUw7VPj,79.0,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-2.910) ; average fee (pushed toward suspicious, impact=-1.156)",1,16.949346878401148,16.949346878401148,0.0001746339146016,0.0
50,1ByyghPY6H9v4Qmkn5QRCYqgCBH3sE9LR4,78.1,High,Yes,"SHAP explanation: average fee (pushed toward suspicious, impact=-3.655) ; average transaction amount (pushed toward suspicious, impact=-0.941)",1,4.999487075769281,4.999487075769281,0.0005129242307187,0.0
51,112vhWKHoS4F5zrwRuUtPh8jEmsEgD2fUW,77.8,High,Yes,"SHAP explanation: average fee (pushed toward suspicious, impact=-3.679) ; average transaction amount (pushed toward suspicious, impact=-0.922)",1,5.0,5.0,0.0005129242307187,0.0
52,31jA8mH2kvfcKjamoXGqgDDPyin8Er1cZJ,77.8,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-3.805) ; transaction count (pushed toward suspicious, impact=-1.166)",2,22.41588776710929,44.83177553421857,8.949590704565845e-05,295.611143
53,bc1qpkaru20j93eya79g9v799guxhyhw5atg260q2l,77.7,High,Yes,"SHAP explanation: average fee (pushed toward suspicious, impact=-3.136) ; average transaction amount (pushed toward suspicious, impact=-1.220)",1,6.183339869008961,6.183339869008961,0.000374829181652,0.0
54,bc1pp97q38t8wf9sqgussxq4agj3qku2yfuek0nuzjkq53xy0lny8maqshrnre,77.6,High,Yes,"SHAP explanation: average fee (pushed toward suspicious, impact=-3.627) ; average transaction amount (pushed toward suspicious, impact=-0.948)",1,4.999363620299915,4.999363620299915,0.0004115528589904,0.0
55,bc1perg88p364qfr6uj3rswtfre8mney2v207tzkvpf5y9edlwlmrmlstpwu7r,77.0,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-3.116) ; transaction count (pushed toward suspicious, impact=-0.834)",1,17.288957217907413,17.288957217907413,1.2818858335063998e-05,0.0
56,bc1qlk257fdptvzqzet3s8cy3vfe2yjrlgj7u8726v,76.6,High,Yes,"SHAP explanation: average fee (pushed toward suspicious, impact=-2.669) ; time gap between transactions (pushed toward suspicious, impact=-1.151)",2,0.0994920556116156,0.1989841112232313,0.0003367784916417,36229.037837
57,bc1q3sygp3lmx4wvzeamqq2qtycwjey4vylc3cmxsm,76.3,High,Yes,"SHAP explanation: time gap between transactions (pushed toward suspicious, impact=-3.579) ; transaction count (pushed toward suspicious, impact=-0.983)",6,0.7353071323431908,4.411842794059145,0.000128387166797,1528865.4962117998
58,bc1q8t3rpfx2ldh83wlm743vpjrnrzrk3pdxes84mj,75.9,High,Yes,"SHAP explanation: total transaction volume (pushed toward suspicious, impact=-3.062) ; transaction count (pushed toward suspicious, impact=-1.977)",35,3.008864568445143,105.31025989558,0.0001149917661792,227975.95128591172
59,3FFhVtCfcRa7agKwHC6x7rLoLzLv8h5P7d,75.6,High,Yes,"SHAP explanation: average fee (pushed toward suspicious, impact=-3.507) ; average transaction amount (pushed toward suspicious, impact=-0.927)",1,5.0,5.0,0.0003905673549114,0.0
60,bc1q0sd8d90ja4zha6dkhel4mvrevkpep4w8k8j6a7,75.5,High,Yes,"SHAP explanation: total transaction volume (pushed toward suspicious, impact=-3.237) ; average transaction amount (pushed toward suspicious, impact=-1.125)",28,4.054918019614613,113.53770454920917,0.0001324834845526,280514.766263
61,1CgmBRhoHJDF6iJ2GBYv25NpebB4HNLx4o,75.1,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-1.555) ; time gap between transactions (pushed toward suspicious, impact=-1.507)",11,5.215081774384356,57.36589951822792,0.0001598947517567,665124.1285715001
62,3JTLuRpk4aMc31bQxmmNppxDwehd8GMWeq,74.9,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-3.511) ; transaction count (pushed toward suspicious, impact=-1.144)",2,20.814356835802105,41.62871367160421,7.049612209833694e-05,1473.091081
63,bc1qtu0hagmd5khaqwnlsq5p0m8vn73jat4xphgpjc,74.5,High,Yes,"SHAP explanation: time gap between transactions (pushed toward suspicious, impact=-3.620) ; average transaction amount (pushed toward suspicious, impact=-1.351)",6,4.610752942833392,27.66451765700036,0.0001047920868437,1315706.8627516
64,1M54dkFuekuTqGsqVnGNBDtzPbpgXYABcN,74.3,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-3.085) ; transaction count (pushed toward suspicious, impact=-0.828)",1,16.8035058793738,16.8035058793738,2.067034472270008e-05,0.0
65,3PgTdZnyW5AvgwmQaFp4no1PtLquzSimLT,74.0,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-3.454) ; transaction count (pushed toward suspicious, impact=-1.028)",2,19.94854644540648,39.89709289081296,5.4491807487294536e-05,195.815074
66,bc1qlteg288j9dmdaf5h8nvwlyanj0l52fen2n934a,74.0,High,Yes,"SHAP explanation: average fee (pushed toward suspicious, impact=-3.097) ; average transaction amount (pushed toward suspicious, impact=-1.086)",1,5.361008673562786,5.361008673562786,0.0003602187106891,0.0
67,39jHCnFM89tPaLWNrkWZUJskBDEM7bR6mM,73.8,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-3.118) ; transaction count (pushed toward suspicious, impact=-0.800)",1,15.991469749781768,15.991469749781768,2.823667710903153e-05,0.0
68,bc1qwl9j6w5g7sxzcgsxguhp8pm2nkq7ctfuhl29q3,73.7,High,Yes,"SHAP explanation: average fee (pushed toward suspicious, impact=-2.664) ; time gap between transactions (pushed toward suspicious, impact=-0.986)",2,0.0994915864424486,0.1989831728848972,0.0003133450316366,27056.403901
69,bc1qctspn3hvvgtuqaszunkgkyznfgta25pak98tl5,73.5,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-2.857) ; average fee (pushed toward suspicious, impact=-1.012)",2,14.934057580908558,29.86811516181712,1.0225145771928038e-05,401.116054
70,14WyrcjaPmeoEK9AVqB2hbqaY5bQS6JipA,73.4,High,Yes,"SHAP explanation: average fee (pushed toward suspicious, impact=-3.326) ; average transaction amount (pushed toward suspicious, impact=-0.926)",1,5.0,5.0,0.0003774579744764,0.0
71,1Km8A5TVNLLH6dQ7LWmSSK3aFs9HCwiBbG,73.3,High,Yes,"SHAP explanation: time gap between transactions (pushed toward suspicious, impact=-2.733) ; average fee (pushed toward suspicious, impact=-1.221)",8,1.1031769010464647,8.825415208371718,0.0001684245305444,926154.672703
72,bc1q6eyx2laz5qwvg9lw8w7gz2kq9jkaphs6gzpznf,73.2,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-2.765) ; average fee (pushed toward suspicious, impact=-1.121)",2,14.511970016699149,29.023940033398294,0.000166343012851,1280.901543
73,bc1pe3zx4l9f5zuw99uznqvyjeg8e3zy2rjucswt2gp05kq8mr5nwudq7j7ghn,72.7,High,Yes,"SHAP explanation: average fee (pushed toward suspicious, impact=-3.806) ; transaction count (pushed toward suspicious, impact=-0.622)",1,0.2849142300015072,0.2849142300015072,0.0004485241485468,0.0
74,15YR1pjmhUKBgGzkzmtL3t4Eao3WgqBH3y,72.2,High,Yes,"SHAP explanation: average fee (pushed toward suspicious, impact=-3.819) ; transaction count (pushed toward suspicious, impact=-0.623)",1,0.230502498983298,0.230502498983298,0.0006024797488945,0.0
75,1F2Jx2j77qrWC72e4khYrdaAhgWnUQohqq,72.1,High,Yes,"SHAP explanation: average fee (pushed toward suspicious, impact=-2.341) ; time gap between transactions (pushed toward suspicious, impact=-1.081)",2,0.0996898729180766,0.1993797458361532,0.000271169611528,42261.242887
76,33YD7x5d3DfTs8cZkn5ZCKpiQZkVDYoTZs,72.0,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-2.917) ; transaction count (pushed toward suspicious, impact=-0.936)",2,14.920776226717022,29.841552453434044,2.698123457801172e-05,908.428201
77,bc1qp2g0y2kkjladp2e50vtp8pay38lrh6gagqkvr6,71.8,High,Yes,"SHAP explanation: average fee (pushed toward suspicious, impact=-3.180) ; average transaction amount (pushed toward suspicious, impact=-0.947)",1,4.999324464885837,4.999324464885837,0.000354170071843,0.0
78,1FBywQbncJwu7DftvH2kpPg7Tvh1L4LGAy,71.8,High,Yes,"SHAP explanation: time gap between transactions (pushed toward suspicious, impact=-3.697) ; transaction count (pushed toward suspicious, impact=-1.165)",6,1.674803022198588,10.048818133191528,7.249473143999867e-05,1225615.8668344
79,1DGPkGzZAfafase8qmd3QHKbJXBxi7sg9L,71.6,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-2.515) ; average fee (pushed toward suspicious, impact=-1.156)",2,13.478177150336704,26.95635430067341,6.905660461059226e-06,1256.930034
80,bc1qmnm50h9464af6zdk8zjy2u7x8rfqk3w9xl5j7k,71.6,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-2.797) ; transaction count (pushed toward suspicious, impact=-0.951)",2,14.624568735908465,29.24913747181693,1.901838957350516e-05,1395.234998
81,1HRvqRvxJtm9gmcfDdrFbV4wUsbr2zg2gA,71.6,High,Yes,"SHAP explanation: average fee (pushed toward suspicious, impact=-3.208) ; average transaction amount (pushed toward suspicious, impact=-0.927)",1,5.0,5.0,0.0003666117068301,0.0
82,bc1q0tv8m5xy4cx4sqzp8egnwl7dn3fuhjevdes30n,71.4,High,Yes,"SHAP explanation: total transaction volume (pushed toward suspicious, impact=-2.949) ; average transaction amount (pushed toward suspicious, impact=-1.948)",17,5.287771477778515,89.89211512223476,0.0001362180975485,477794.267928
83,12qSc8XzxjWuzziWsgUtZfusNuKTxycHVx,71.3,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-3.129) ; transaction count (pushed toward suspicious, impact=-1.020)",2,17.39058189469501,34.78116378939002,0.0001365637507355,575.530065
84,17o8Ue6iqoNrmyrYUzLuzMC28niRpM41M4,71.2,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-3.199) ; transaction count (pushed toward suspicious, impact=-0.890)",2,18.41836068224859,36.83672136449718,4.0353445682748266e-05,721.130103
85,bc1p058fhvug6x5jn2khy7dllzu5akc2p68vp4706c2q7u34a4kx575spuegy0,70.8,High,Yes,"SHAP explanation: average fee (pushed toward suspicious, impact=-2.680) ; average transaction amount (pushed toward suspicious, impact=-0.895)",2,4.9997751731589055,9.999550346317813,0.0003181898500424,19352.20919
86,bc1q3r2kxx2w6a85lkld79m7wf7jsyjxzzcl4zfu40,70.6,High,Yes,"SHAP explanation: time gap between transactions (pushed toward suspicious, impact=-3.321) ; transaction count (pushed toward suspicious, impact=-1.105)",6,1.679795710280964,10.078774261685783,0.0001350702716183,1100151.7555646002
87,1FiWKP1FXY7pgq4zNYanSZcNNXqnz1RBHL,70.5,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-2.592) ; average fee (pushed toward suspicious, impact=-0.993)",2,13.51654035851956,27.03308071703912,1.342124218192573e-05,586.704614
88,3HBXrXZfAg1rsho3ng545h2EAMTdMKEhn7,70.2,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-2.985) ; transaction count (pushed toward suspicious, impact=-0.901)",2,15.251708403923027,30.50341680784605,4.03236309912015e-05,1226.65303
89,bc1psd8vfylh9mfn72e0ce3g45n85kd5lkrdzmw0d7mumlhrklqukfwsvqxgpr,70.2,High,Yes,"SHAP explanation: time gap between transactions (pushed toward suspicious, impact=-3.199) ; transaction count (pushed toward suspicious, impact=-0.876)",8,0.8456293616630608,6.765034893304486,0.0001195853903461,981443.393859
90,bc1qwj2ad0jxkvpyn484qt46xgn6h5cv4e472t2l00,70.1,High,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-2.964) ; transaction count (pushed toward suspicious, impact=-0.924)",2,16.129377298484982,32.258754596969965,3.28489290757347e-05,630.307168
91,14k8Qn8Cu65RW1VWkNTc5Q6f9kax6mHNs6,69.7,Medium,Yes,"SHAP explanation: average fee (pushed toward suspicious, impact=-2.493) ; transaction count (pushed toward suspicious, impact=-0.933)",2,0.0994576607769439,0.1989153215538878,0.0002982069373295,14019.330403
92,bc1qwvk4ehu6m8qyhz2p77tvsvmuey9jnw9l2zxh9q,69.5,Medium,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-3.260) ; transaction count (pushed toward suspicious, impact=-1.160)",2,17.896279352960562,35.792558705921124,0.000111870241384,1020.855031
93,1HE2AQig6uZwmTNvNL329aTvmSowDib9NX,69.3,Medium,Yes,"SHAP explanation: average fee (pushed toward suspicious, impact=-2.373) ; average transaction amount (pushed toward suspicious, impact=-1.263)",2,6.2823614264915095,12.56472285298302,0.000259051879075,129.806979
94,bc1qgm5ylmyltmmephz4nnvtpf80f7yhr0lfswtswu,69.3,Medium,Yes,"SHAP explanation: average fee (pushed toward suspicious, impact=-2.396) ; average transaction amount (pushed toward suspicious, impact=-1.271)",2,6.567724180641564,13.135448361283128,0.0002628962318503,290.049626
95,bc1qgv75wgqdkxzsasxmy7lkvtnq367yn8088nsxlj,69.3,Medium,Yes,"SHAP explanation: average transaction amount (pushed toward suspicious, impact=-2.490) ; average fee (pushed toward suspicious, impact=-1.062)",2,13.152341244845726,26.30468248969145,0.0001651713062539,1199.568638
96,38YSVHACq613AoRvZugZnLHojxEJaUQj4f,69.2,Medium,Yes,"SHAP explanation: time gap between transactions (pushed toward suspicious, impact=-2.730) ; average fee (pushed toward suspicious, impact=-0.979)",7,1.259683504901645,8.817784534311516,0.0001566503107677,901905.6472408334
97,1NUb3kkKBURPHWc2uDP7Qh8tH6nPsKG2NF,69.0,Medium,Yes,"SHAP explanation: total transaction volume (pushed toward suspicious, impact=-3.506) ; average transaction amount (pushed toward suspicious, impact=-1.790)",21,4.8551860924644,101.9589079417524,0.0001220790515995,301614.2817671999
